word,class,sentence,word_mean
interest,noun,"Lost interest in it, though.",the feeling of wanting to give your attention to something or of wanting to be involved with and to discover more about something
interested,adjective,Why are you so interested?,wanting to give your attention to something and discover more about it
interesting,adjective,"Marty, that was very interesting music.","Someone or something that is interesting keeps your attention because he, she, or it is unusual , exciting , or has a lot of ideas"
interview,noun,Can you get me an interview with Corleone?,a meeting in which someone asks you questions to see if you are suitable for a job or course
into,preposition,You talked me into it.,"to the inside or middle of a place , container , area , etc"
introduce,verb,Allow me to introduce myself.,"to put something into use, operation , or a place for the first time"
island,noun,"This life is one big treasure island,",a piece of land completely surrounded by water
its,determiner,"Its continuing mission, to explore strange new worlds to seek out new life and new civilisations to boldly go where no one has gone before.","used as the subject of a verb , or the object of a verb or preposition , to refer to a thing, animal , situation , or idea that has already been mentioned : | belonging to or relating to something that has already been mentioned"
jacket,noun,Let me take this jacket off.,a short coat
job,noun,You're doing a good job.,the regular work that a person does to earn money
join,verb,Why don't you join us?,to connect or fasten things together
journey,noun,"It began with a closed, deserted diner and a man too long without sleep to continue his journey.","the act of travelling from one place to another, especially in a vehicle"
juice,noun,A tall glass of orange juice... and a black cup of coffee.,the liquid that comes from fruit or vegetables
July,noun,My daddy is coming home on July 14th.,"the seventh month of the year , after June and before August"
June,noun,Where hearts were entertained in June,"the sixth month of the year , after May and before July"
just,adverb,Just the two of us.,"now, very soon , or very recently"
keep,verb,Sorry to keep you waiting.,to have or continue to have in your possession : | for ever
key,adjective,Do you have the key?,"a piece of metal that has been cut into a special shape and is used for opening or closing a lock , starting a car engine , etc"
kind,noun,That's very kind of you.,"generous , helpful , and thinking about other people's feelings"
kitchen,noun,I'll be in the kitchen.,"a room where food is kept , prepared , and cooked and where the dishes are washed"
know,verb,I don't know what you're talking about.,to have information in your mind
land,noun,It's got to land on somebody.,the surface of the earth that is not covered by water
language,noun,What kind of language is that?,"a system of communication consisting of sounds , words, and grammar"
large,adjective,"On the outside, he'd been vice president of a large Portland bank.",big in size or amount
late,adjective,It's too late for that.,( happening or being) near the end of a period of time
laugh,noun,They're all gonna laugh at you!,to smile while making sounds with your voice that show you think something is funny or you are happy
learn,verb,Where did you learn that?,to get new knowledge or skill in a subject or activity
left,adjective,"Left, left, left, right, left.",on or towards the side of your body that is to the west when you are facing north
leg,noun,You're pulling my leg.,one of the parts of the body of a human or animal that is used for standing or walking
lesson,noun,Let that be a lesson to you.,a period of time in which a person is taught about a subject or how to do something
let,verb,Let me tell you something.,to allow something to happen or someone to do something by not doing anything to stop an action or by giving your permission
letter,noun,Did you get my letter?,"a city that is the centre of government of a country or smaller political area : | a written message from one person to another, usually put in an envelope and sent by post"
library,noun,Probably couldn't get a library card if he tried.,"a building , room , or organization that has a collection of books , documents , music , and sometimes things such as tools or artwork , for people to borrow , usually without payment"
lie,verb,Why did you lie to me?,to be in or move into a horizontal position on a surface
life,noun,It's a matter of life and death.,"the period between birth and death , or the experience or state of being alive"
light,adjective,What light through yonder window breaks?,"traffic lights (= a set of red , yellow , and green lights that control the movement of vehicles , usually at a point where two or more roads join ) : | the brightness that comes from the sun , fire , etc. and from electrical devices , and that allows things to be seen"
line,noun,All in the line of duty.,"a long , thin mark on the surface of something"
lion,noun,"Ah, well, we can't all be lion tamers.","a large wild animal of the cat family with yellowish-brown fur that lives in Africa and southern Asia : | a large , brown wild cat that lives in North and South America"
list,noun,Who else is on the list?,"a record of short pieces of information , such as people's names , usually written or printed with a single thing on each line and often ordered in a way that makes a particular thing easy to find"
listen,verb,"Now, you listen to me.","to give attention to someone or something in order to hear him, her, or it"
little,adjective,I'll be back in a little while.,small in size or amount
live,verb,Cheers is filmed before a live studio audience.,(to continue ) to be alive or have life
local,adjective,"Not the local bulk cruisers, mind you.","from, existing in, serving , or responsible for a small area , especially of a country"
long,adjective,What took you so long?,continuing for a large amount of time
lose,verb,What have you got to lose?,to no longer have something because you do not know where it is
lot,pronoun,I've heard a lot about you.,lots (of) a large amount or number of people or things
love,noun,You're gonna love it.,"to like another adult very much and be romantically and sexually attracted to them, or to have strong feelings of liking a friend or person in your family"
lunch,noun,I'll see you at lunch.,a meal that is eaten in the middle of the day
machine,noun,And we'll fly through the day on our cloud machine as well!,a piece of equipment with several moving parts that uses power to do a particular type of work
magazine,noun,It made the papers and got his picture in Look magazine.,a type of thin book with large pages and a paper cover that contains articles and photographs and is published every week or month
main,adjective,Go back to the main stairwell.,"larger , more important , or having more influence than others of the same type"
man,noun,Do you know this man?,an adult male human being
many,determiner,How many times do I have to tell you?,"used mainly in negative sentences and questions and with ""too"", ""so"", and ""as"" to mean ""a large number of"""
March,noun,"Stand up, we'll march to Denver","an event in which a large number of people walk through a public place to express their support for something, or their disagreement with or disapproval of something"
market,noun,This little piggy went to market.,"the people who might want to buy something, or a part of the world where something is sold"
married,adjective,How long have you been married?,having a wife or husband
match,verb,And the signature was a spot-on match.,a sports competition or event in which two people or teams compete against each other
May,noun,"May I have your attention, please?",used to express possibility
maybe,adverb,"Well, maybe you're right.",used to show that something is possible or that something might be true
me,pronoun,What do you want me to do?,"used, usually as the object of a verb or preposition , to refer to the person speaking or writing"
meal,noun,"Like a little music with your meal, Tuco?","an occasion when food is eaten , or the food that is eaten on such an occasion"
mean,verb,What's that supposed to mean?,"to express or represent something such as an idea , thought , or fact : | a method or way of doing something"
meaning,noun,What's the meaning of this?,The meaning of something is what it expresses or represents
meat,noun,"You're dog meat, pal.",the flesh of an animal when it is used for food
meet,verb,It's nice to meet you.,to see and talk to someone for the first time
meeting,noun,It was nice meeting you.,"a planned occasion when people come together, either in person or online (= using the internet ) , to discuss something"
member,noun,"New money, obviously, but still a member of the club.","a person , animal , or thing that is part of a group"
message,noun,"At the tone, leave your name and message.",a short piece of information that you give to a person when you cannot speak to them directly
midnight,noun,If I can make it to the bus stop by midnight,twelve o'clock in the middle of the night
mile,noun,Just shy of half a mile.,"a unit of distance equal to 1,760 yards or 1.6 kilometres"
milk,noun,No use crying over spilt milk.,"the white liquid produced by cows , goats , and sheep and used by humans as a drink or for making butter , cheese , etc"
million,number,A place of commerce and diplomacy for a quarter of a million humans and aliens.,"numbers between 1,000,000 and 1,000,000,000: | the number 1,000,000"
minute,noun,I'll be back in a minute.,"one of the 60 parts that an hour is divided into, consisting of 60 seconds"
miss,verb,I wouldn't miss it for the world.,"to fail to do or experience something, often something planned or expected , or to avoid doing or experiencing something"
mistake,noun,There must be some mistake.,"an action , decision , or judgment that produces an unwanted or unintentional result"
model,noun,Was it an older model?,something that a copy can be based on because it is an extremely good example of its type
modern,adjective,They're the modern stone age family,designed and made using the most recent ideas and methods
moment,noun,I'll be back in a moment.,a very short period of time
Monday,noun,I'll see you on Monday.,the day of the week after Sunday and before Tuesday
money,noun,Do you have any money?,"coins or notes (= special pieces of paper ) that are used to buy things, or an amount of these that a person has"
month,noun,Andy spent a month in the infirmary.,"a period of about four weeks , especially one of the twelve periods into which a year is divided"
more,adverb,What more do you want?,a larger or extra number or amount
morning,noun,See you in the morning.,the part of the day from the time when the sun rises or you wake up until the middle of the day or lunch time : | every morning
most,adverb,So let's make the most of this beautiful day.,the biggest number or amount of; more than anything or anyone else
mother,noun,You're not my mother.,a female parent
mountain,noun,An ice age here million years of mountain building there.,"used as part of a name for a group of mountains: | a raised part of the earth's surface , much larger than a hill , the top of which might be covered in snow"
mouse,noun,"If I hear so much as a mouse fart in here tonight I swear by God and Jesus, you will all visit the infirmary.","a small mammal with short fur , a pointed face , and a long tail"
mouth,noun,You took the words right out of my mouth.,"the opening in the face of a person or animal , consisting of the lips and the space between them, or the space behind containing the teeth and the tongue"
movie,noun,Johnny Fontane never gets that movie.,a film shown in a cinema or on television and often telling a story
much,adverb,"Thank you very much, sir.",a large amount or to a large degree
mum,noun,"Bit of a pain in the gulliver, Mum.",a mother
museum,noun,I think it's like a wax museum with a pulse.,"a building where objects of historical , scientific , or artistic interest are kept"
music,noun,With the sound of music,"a pattern of sounds made by musical instruments , voices , or computers , or a combination of these, intended to give pleasure to people listening to it"
must,modal verb,There must be some mistake.,used to show that it is necessary or very important that something happens in the present or future
my,determiner,Get out of my way!,of or belonging to me (= the speaker or writer )
name,verb,What did you say your name was?,"the word or words that a person , thing, or place is known by"
natural,adjective,"You can ask me what you're gonna ask me, and my natural response could be to get offended.",as found in nature and not involving anything made or done by people
near,adverb,Don't you come near me.,not far away in distance
negative,adjective,I wanna see a negative before I provide you with a positive.,"expressing ""no"""
never,adverb,I've never seen anything like it.,not at any time or not on any occasion
new,adjective,So what else is new?,information or reports about recent events : | recently created or having started to exist recently
newspaper,noun,I think it would be fun to run a newspaper.,"a regularly printed document consisting of large sheets of paper that are folded together, or a website , containing news reports , articles , photographs , and advertisements"
next,adverb,Lucille Ball and Desi Arnaz will be back next week at this same time.,being the first one after the present one or after the one just mentioned
nice,adjective,Nice to see you again.,"pleasant , enjoyable , or satisfactory"
night,noun,Where were you last night?,"at night , especially every night : | the part of every 24-hour period when it is dark because there is very little light from the sun"
nine,number,"One, two, three, four, five, six, seven, eight, nine, ten.",the number 9
no,determiner,"Oh, no, no, no, no.",not any; not one; not a
nobody,pronoun,Nobody knows where he is.,not anyone
north,adjective,It's got a long rock wall with a big oak tree at the north end.,"the direction that goes towards the part of the earth above the equator , opposite to the south , or the part of an area or country that is in this direction"
nose,noun,What happened to your nose?,"the part of the face that sticks out above the mouth , through which you breathe and smell"
not,adverb,You're not going anywhere.,"used to form a negative phrase after verbs like ""be"", ""can"", ""have"", ""will"", ""must"", etc., usually used in the short form ""n't"" in speech : | information written on paper"
note,noun,Did you get my note?,a short piece of writing
nothing,pronoun,There's nothing to worry about.,not anything
now,adverb,What do we do now?,"at the present time , not in the past or future"
number,noun,How did you get this number?,a number of a particular description : | (a sign or symbol representing ) a unit that forms part of the system of counting and calculating
nurse,noun,As long as there's a nurse.,"(the title given to) a person whose job is to care for people who are ill or injured , especially in a hospital"
o'clock,adverb,What happens at eleven o'clock?,used after a number from one to twelve to say the time when it is exactly that hour
of,preposition,Let's get out of here.,"used to show possession , belonging , or origin"
off,adverb,Get your hands off me!,"away from a place or position , especially the present place , position , or time"
office,noun,I'll be in my office.,"a room or part of a building in which people work , especially sitting at tables with computers , phones , etc., usually as a part of a business or other organization"
often,adverb,Do you come here often?,many times
oh,exclamation,"Oh, thank you very much.","used to express different emotions , such as surprise , disappointment , and pleasure , often as a reaction to something someone has said"
OK,adjective,You're gonna be OK.,used to show that you agree with something or agree to do something
old,adjective,We'll have a gay old time,having lived or existed for many years
on,adverb,What the hell is going on?,"used to show that something is in a position above something else and touching it, or that something is moving into such a position : | the number 1"
once,adverb,We must leave at once.,one single time
one,determiner,"One, two, three, four, five.",the number 1
only,adjective,It'll only take a minute.,"used to show that there is a single one or very few of something, or that there are no others"
open,adjective,"Come on, open the door.",not closed or fastened
opinion,noun,"Man, I don't even have an opinion.",a thought or belief about something or someone
opposite,preposition,"Back here in Florida, we've got the opposite problem.",completely different
or,conjunction,Take it or leave it.,used to connect different possibilities
orange,adjective,A tall glass of orange juice... and a black cup of coffee.,a round sweet fruit that has a thick orange skin and an orange centre divided into many parts
order,noun,Everything seems to be in order.,"a request to make, supply , or deliver food or goods"
other,adjective,You two know each other?,"as well as the thing or person already mentioned : | Others also refers to people in general , not the person you are talking to or about"
our,determiner,We're on our way.,of or belonging to us: | the one(s) belonging to or connected with the person who is speaking and one or more other people
out,adverb,Let's get out of here.,used to show movement away from the inside of a place or container
over,adverb,I've been looking all over for you.,"above or higher than something else , sometimes so that one thing covers the other; above"
page,noun,They're a page right out of history,"a side of one of the pieces of paper in a book , newspaper , or magazine , usually with a number printed on it"
paint,verb,"Lance, what's with all the green paint?",a coloured liquid that is put on a surface such as a wall to decorate it
painting,noun,We're painting the roses red,a picture made using paint
pair,noun,"I'm gonna call a couple of hard, pipe-hittin' niggers... to go to work on the homes here... with a pair of pliers and a blowtorch.","two things of the same appearance and size that are intended to be used together, or something that consists of two parts joined together"
paper,noun,"He doesn't exist, except on paper.","thin , flat material made from crushed wood or cloth , used for writing, printing , or drawing on: | official documents , especially ones that show who you are"
park,noun,"Sometimes after work, I go to the park and feed the birds.","a large area of land with grass and trees , usually surrounded by fences or walls , and specially arranged so that people can walk in it for pleasure or children can play in it"
partner,noun,I'm calling my partner in Toluca Lake.,a person or organization you are closely involved with in some way
party,noun,We're going to a party.,"a social event at which a group of people meet to talk , eat , drink , dance , etc., often in order to celebrate a special occasion"
passport,noun,My voice is my passport.,an official document containing personal information and usually a photograph that allows a person to travel to foreign countries and to prove who they are
past,preposition,It's all in the past.,in or to a position that is further than a particular point
pen,noun,The pen is mightier than the sword.,"a long , thin object used for writing or drawing with ink"
pencil,noun,Do you have a piece of paper and a pencil?,"a long , thin object , usually made of wood , for writing or drawing , with a sharp black or coloured point at one end"
people,noun,Who are all these people?,"men, women, and children"
perfect,adjective,Sometimes the world looks perfect,"complete and correct in every way, of the best possible type or without fault"
period,noun,"Normally both your asses would be dead as fuckin' fried chicken, but you happened to pull this shit while I'm in a transitional period, and I don't wanna kill you;",a length of time
person,noun,What kind of person are you?,"a man, woman, or child"
personal,adjective,Can I ask you a personal question?,relating or belonging to a single or particular person rather than to a group or an organization
phone,verb,We spoke on the phone.,a device that uses either a system of wires along which electrical signals are sent or a system of radio signals to make it possible for you to speak to someone in another place who has a similar device
photo,noun,You come across a full-page nude photo of a girl.,a photograph
photograph,noun,Let me see that photograph again of your brother.,a picture produced using a camera
piano,noun,Do you play the piano?,a large musical instrument with a row of black and white keys that are pressed to play notes
picture,noun,Do not attempt to adjust the picture.,"a drawing , painting , photograph , etc"
piece,noun,You want a piece of me?,a part of something
pig,noun,Don't die like that pig.,"a large pink , brown , or black farm animal with short legs and a curved tail , kept for its meat"
pink,adjective,That one in the pink.,of a pale red colour
place,noun,There's no place like home.,"an area , town , building , etc"
plan,verb,What do you plan to do?,"a vehicle designed for air travel , with wings and one or more engines : | a set of decisions about how to do something in the future : | drawings from which something is made or built"
plane,noun,We're going to take the plane.,"a vehicle designed for air travel , with wings and one or more engines"
plant,noun,I want somebody very good to plant that gun.,"a living thing that grows in earth , in water , or on other plants, usually has a stem , leaves , roots , and flowers , and produces seeds"
play,noun,Don't play games with me.,"When you play, especially as a child , you spend time doing an enjoyable and/or entertaining activity"
player,noun,Best watched using Open Subtitles MKV Player,"someone who takes part ""../../levels""in a game or sport"
police,noun,Did you call the police?,"the official organization that is responsible for protecting people and property , making people obey the law , finding out about and solving crime , and catching people who have committed a crime"
policeman,noun,Dick Stensland is an embarrassment as a policeman.,a male member of a police force
pool,noun,"With this pool of slave labor, you can underbid any contractor in town.",a small area of usually still water
poor,adjective,Poor bastard lay there till this morning.,having little money and/or few possessions
popular,adjective,Very popular with the royals.,"liked , enjoyed , or supported by many people"
positive,adjective,And I'm positive that if Uncle Conrad and Aunt...,"full of hope and confidence , or giving cause for hope and confidence"
possible,adjective,Subtitling made possible by Acorn Media,"able to be done or achieved , or able to exist"
post,noun,This is Bob Woodward of the Washington Post.,"letters , etc. that are delivered to homes or places of work"
potato,noun,"Hot potato, off his drawers, pluck to make amends.","a round vegetable that grows underground and has white flesh with light brown , red , or pink skin , or the plant on which these grow : | plural of potato"
pound,noun,"In for a penny, in for a pound.",the standard unit of money used in the UK and some other countries
practice,noun,For whom did you practice this wondrous talent?,action rather than thought or ideas
prefer,verb,"Believe me, I'd prefer not to.","to like, choose , or want one thing rather than another"
prepare,verb,Prepare to disengage from platform.,to make or get something or someone ready for something that will happen in the future
present,adjective,No time like the present.,"something that you are given, without asking for it, on a special occasion , especially to show friendship , or to say thank you"
pretty,adjective,Andy kept pretty much to himself at first.,"quite , but not extremely"
price,noun,Two for the price of one.,the amount of money for which something is sold
probably,adverb,"Yeah, you're probably right.",used to mean that something is very likely
problem,noun,What seems to be the problem?,"a situation , person , or thing that needs attention and needs to be dealt with or solved"
product,noun,"You are the major purchaser of our national product, which is cocaine.","something that is made to be sold , usually something that is produced by an industrial process or, less commonly , something that is grown or obtained through farming"
project,noun,"The Babylon Project was our last, best hope for peace.",a piece of planned work or an activity that is finished over a period of time and intended to achieve a particular purpose
purple,adjective,He puts his hand in your shirt and squeezes your tit till it's purple.,of a dark reddish-blue colour
put,verb,Let me put it this way.,"to move something or someone into the stated place , position , or direction"
quarter,noun,A place of commerce and diplomacy for a quarter of a million humans and aliens.,"a room or house that has been provided , especially for servants or soldiers and their families , to live in: | one of four equal or almost equal parts of something; ¼"
question,noun,Let me ask you a question.,a sentence or phrase used to find out information
quick,adjective,I'll be as quick as I can.,"happening or done with great speed , or lasting only a short time"
quickly,adverb,Now answer as quickly as you can.,at a fast speed
quiet,adjective,Why are you so quiet?,making very little noise
quite,adverb,"Oh, that's quite all right.",completely
radio,noun,I heard it on the radio.,a piece of electronic equipment used for listening to radio broadcasts
rain,noun,The rain in Spain stays mainly in the plain.,the season of the year in tropical countries when there is a lot of rain : | drops of water from clouds
read,verb,Don't you read the papers?,to look at words or symbols and understand what they mean
reading,noun,You may remember reading about it.,the skill or activity of getting information from books
ready,adjective,Are you ready for this?,prepared and suitable for fast activity
real,adjective,This is the real thing.,existing in fact and not imaginary
really,adverb,Do you really think so?,in fact
reason,noun,Give me one good reason.,the cause of an event or situation or something that provides an excuse or explanation
red,adjective,There is no stopping in the red zone.,of the colour of fresh blood
relax,verb,Close your eyes Close your eyes and relax,to ( cause someone to) become less active and more calm and happy
remember,verb,"You don't remember me, do you?","to be able to bring back a piece of information into your mind , or to keep a piece of information in your memory"
report,noun,Why didn't you report it?,stories for which you do not yet have real proof : | to give a description of something or information about it to someone
restaurant,noun,You wanna go to a nice restaurant with me?,a place where meals are prepared and served to customers
result,noun,And this is the result.,"the amount of a company's sales , profit , etc. during a particular period : | something that happens or exists because of something else"
return,noun,Return to your cellblocks for evening count.,goods that have been taken back to the shop where they were bought by customers because they are damaged or unsuitable : | to come or go back to a previous place
rice,noun,What's in the rice bag?,"the small seeds of a particular type of grass , cooked , and eaten as food"
rich,adjective,We're gonna be rich.,having a lot of money or valuable possessions: | a large amount of money or valuable possessions
right,adjective,You'll be all right.,legal controls over who is allowed to use a book or film : | correct
river,noun,Gather with the saints at the river,"a natural wide flow of fresh water across the land into the sea , a lake , or another river"
road,noun,Let's get this show on the road.,"a long , hard surface built for vehicles to travel along"
room,noun,What are you doing in my room?,"a part of the inside of a building that is separated from other parts by walls , floor , and ceiling : | a set of rented rooms, especially in a college or university"
rule,noun,Who do you think will rule this kingdom?,"an accepted principle or instruction that states the way things are or should be done, and tells you what you are allowed or are not allowed to do"
sad,adjective,Why are you so sad?,unhappy or sorry
salad,noun,Are the salad days over for President Whitmore?,"a mixture of uncooked vegetables , usually including lettuce , eaten either as a separate dish or with other food"
salt,noun,Back to the salt mines.,"a common white substance found in sea water and in the ground , used especially to add flavour to food or to preserve it"
same,adjective,They're all the same.,exactly like another or each other
sandwich,noun,Would you like a tuna sandwich?,"two pieces of bread with food such as cheese , salad , or meat between them"
Saturday,noun,"Monday, Tuesday, Thursday, Wednesday, Friday, Sunday, Saturday.",the day of the week after Friday and before Sunday
say,verb,Why do you say that?,"to pronounce words or sounds , to express a thought , opinion , or suggestion , or to state a fact or instruction"
school,noun,We went to school together.,a place where children go to be educated
science,noun,Here's a red-letter date in the history of science.,"( knowledge from) the careful study of the structure and behaviour of the physical world , especially by watching , measuring , and doing experiments , and the development of theories to describe the results of these activities"
scientist,noun,"Dr. David Banner, physician, scientist.",an expert who studies or works in one of the sciences
sea,noun,"Harm transferred to the Navy's Judge Advocate General Corps, which investigates, defends and prosecutes the law of the sea.","the salty water that covers a large part of the surface of the earth , or a large area of salty water , smaller than an ocean , that is partly or completely surrounded by land"
section,noun,Maybe we should've sat in Marilyn Monroe's section.,one of the parts that something is divided into
see,verb,I'll see what I can do.,to be conscious of what is around you by using your eyes
sell,verb,Who did you sell it to?,to give something to someone else in return for money
send,verb,"All right, send him in.","to cause something to go from one place to another, especially by post or email"
sentence,noun,But was their crime so great as to merit a death sentence?,"a group of words, usually containing a verb , that expresses a thought in the form of a statement , question , instruction , or exclamation and starts with a capital letter when written"
September,noun,"Come September, the picnic's over.","the ninth month of the year , after August and before October"
seven,number,"One, two, three, four, five, six, seven, eight.",the number 7
she,pronoun,What does she look like?,"used as the subject of a verb to refer to a woman, girl , or female animal that has already been mentioned"
sheep,noun,"Behold, I send you out as sheep amidst the wolves.","a farm animal with thick wool that eats grass and is kept for its wool , skin , and meat"
shirt,noun,He puts his hand in your shirt and squeezes your tit till it's purple.,"a piece of clothing worn , especially by men, on the upper part of the body , made of light cloth like cotton and usually having a collar and buttons at the front"
shoe,noun,Where is the shoe store?,"one of a pair of coverings for your feet , usually made of a strong material such as leather , with a thick leather or plastic sole (= base ) and usually a heel"
shop,noun,Fell out of his nest over by the plate shop.,a shop where a barber works | a place where you can buy goods or services
shopping,noun,"When Bonnie goes shopping, she buys shit.",the activity of buying things from shops
short,adjective,We've got a long way to go and a short time to get there,"trousers that end above the knee or reach the knee , often worn in hot weather or when playing a sport : | small in length , distance , or height"
should,modal verb,How the hell should I know?,used to say or ask what is the correct or best thing to do
show,noun,I want to show you something.,to make it possible for something to be seen
shower,noun,"Drip, drip, drop Little April shower",a device that releases drops of water through a lot of very small holes and that you stand under to wash your whole body
sick,adjective,I think I'm going to be sick.,physically or mentally ill ; not well or healthy
similar,adjective,Conditions are similar to inside.,"looking or being almost , but not exactly , the same"
sing,verb,When you know the notes to sing,"to make musical sounds with the voice , usually a tune with words"
singer,noun,I want to be a singer like Joan Baez.,a person who sings
sister,noun,That little farce you played with my sister.,a girl or woman who has the same parents as another person
sit,verb,Why don't you sit down?,"a place where something is, was, or will be built , or where something happened , is happening , or will happen : | to ( cause someone to) be in a position in which the lower part of the body is resting on a seat or other type of support , with the upper part of the body vertical : | to take care of someone's baby or child while that person is out, usually by going to the person's home"
situation,noun,The situation is under control.,the set of things that are happening and the conditions that exist at a particular time and place
six,number,"One, two, three, four, five, six.",the number 6
skill,noun,For his million-dollar skill,"an ability to do an activity or job well, especially because you have practised it"
small,adjective,It's a small world after all,little in size or amount when compared with what is typical or average
snake,noun,"He is a snake, that's what he is.",a reptile with a long body and no legs
snow,verb,Heavy snow throughout the Denver metro area.,"the small , soft , white pieces of ice that sometimes fall from the sky when it is cold , or the white layer on the ground and other surfaces that it forms"
so,adverb,What took you so long?,"very, extremely , or to such a degree"
some,determiner,Would you like some coffee?,an amount or number of something that is not stated or not known ; a part of something
somebody,pronoun,I want you to meet somebody.,someone
someone,pronoun,Are you looking for someone?,used to refer to a single person when you do not know who they are or when it is not important who they are
something,pronoun,Let me tell you something.,"an object , situation , quality , or action that is not exactly known or stated"
sometimes,adverb,Sometimes you want to go,on some occasions but not always or often
son,noun,You crazy son of a bitch!,your male child
song,noun,Song as old as rhyme,a usually short piece of music with words that are sung
soon,adverb,I'll be back as soon as I can.,in or within a short time ; before long ; quickly
sorry,adjective,Sorry to keep you waiting.,"used to say that you wish you had not done what you have done, especially when you want to be polite to someone you have done something bad to"
sound,noun,I like the sound of that.,something that you can hear or that can be heard
soup,noun,It's the soup of the day.,"a usually hot , liquid food made from vegetables , meat , or fish"
south,adjective,"And from South America -- Ma-Ti, with the power of heart.","the direction that goes towards the part of the earth below the equator , opposite to the north , or the part of an area or country that is in this direction"
space,noun,"A shining beacon in space, all alone in the night.",an empty area that is available to be used
speak,verb,I want to speak to you.,"to say words, to use the voice , or to have a conversation with someone"
special,adjective,He joined the Special Forces.,not ordinary or usual
spell,verb,How do you spell that?,to form a word or words with the letters in the correct order
spend,verb,Don't spend it all in one place.,to give money as a payment for something
sport,noun,It's an old man's sport.,"a game , competition , or activity needing physical effort and skill that is played or done according to rules , for enjoyment and/or as a job : | relating to sport"
statement,noun,"In your statement, you said they left you at midnight.","something that someone says or writes officially , or an action done to express an opinion"
station,noun,"For his adventures, just be sure and stay tuned to this station.",a building and the surrounding area where buses or trains stop for people to get on or off
stop,noun,Why did you stop me?,to finish doing something that you were doing
story,noun,This is the story of the last of the Babylon stations.,"a description , either true or imagined , of a connected series of events"
street,noun,"PBR Street Gang, this is Almighty.",a road in a city or town that has buildings that are usually close together along one or both sides
strong,adjective,Go on and try to live even more wild and strong!,powerful ; having or using great force or control
student,noun,"Actually, I'm a student of all sciences.",a person who is learning at a college or university
study,noun,Geology is the study of pressure and time.,"studying or work involving studying : | to learn about a subject , especially in an educational course or by reading books"
style,noun,"Despite a few hitches, the boys came through in fine style.","a way of doing something, especially one that is typical of a person , group of people , place , or period"
success,noun,Grow the roses of success,the achieving of the results wanted or hoped for
sugar,noun,And a little bit of sugar.,"a sweet substance especially from the plants sugar cane and sugar beet , used to make food and drinks sweet"
summer,noun,As clear as an azure sky of deepest summer.,"the season of the year between spring and autumn when the weather is warmest , lasting from June to September north of the equator and from December to March south of the equator"
sun,noun,"In the sun, sun, sun",the star that provides light and heat for the earth and around which the earth moves
Sunday,noun,Come to my house Sunday morning.,"the day of the week after Saturday and before Monday , when most people in Western countries do not go to work"
sure,adjective,How can you be so sure?,certain ; without any doubt
swimming,noun,You want to go swimming?,the activity or sport of swimming
table,noun,Put it on the table.,"a flat surface , usually supported by four legs , at which people sit to eat or work , or on which ojects are placed"
take,verb,I'll take care of it.,"to remove something, especially without permission"
tall,adjective,Able to leap tall buildings at a single bound.,"of more than average height , or of a particular height"
taxi,noun,"One night, I follow her in a taxi.",a car with a driver who you pay to take you somewhere
tea,noun,Would you like some tea?,"(a drink made by pouring hot water onto) dried and cut leaves and sometimes flowers , especially the leaves of the tea plant"
teach,verb,The only boy who could ever teach me,to give someone knowledge or to train someone; to instruct
teacher,noun,You're a teacher of the college.,someone whose job is to teach in a school or college
team,noun,"If you have a problem, if no one else can help... and if you can find them... maybe you can hire the A-Team.",a number of people or animals who do something together as a group
telephone,noun,You're wanted on the telephone.,a phone
television,noun,This has been a color presentation of the NBC Television Network.,"a device shaped like a box with a screen that receives electrical signals and changes them into moving images and sound , or the method or business of sending images and sound by electrical signals"
tell,verb,Why didn't you tell me?,"to say something to someone, often giving them information or instructions"
ten,number,"One, two, three, four, five, six, seven, eight, nine, ten.",the number 10
tennis,noun,I think she'd been hit in the face with a tennis racket.,a game played between two or four people on a special playing area that involves hitting a small ball across a central net using a racket
terrible,adjective,That's a terrible thing to say.,very unpleasant or serious or of low quality
test,noun,Is that part of the test?,"a way of discovering , by questions or practical activities , what someone knows , or what someone or something can do or is like"
than,preposition,You know better than that.,used to join two parts of a comparison
thank,verb,"Thank you very much, sir.",to express to someone that you are pleased about or are grateful for something that they have done: | → thank you
the,definite article,What's the matter with you?,used before nouns to refer to particular things or people that have already been talked about or are already known or that are in a situation where it is clear what is happening
theatre,noun,"In my opinion, this whole theatre of operations is a sideshow.","a building , room , or outside structure with rows of seats , each row usually higher than the one in front , from which people can watch a performance or other activity"
their,determiner,They're on their way.,of or belonging to them: | the one(s) belonging to or connected with them
them,pronoun,Get them out of here.,"used, usually as the object of a verb or preposition , to refer to people , things, animals , situations , or ideas that have already been mentioned"
then,adverb,Then why are you here?,(at) that time (in the past or in the future )
there,adverb,What are you doing there?,"(to, at, or in) that place"
they,pronoun,What are they doing here?,"used as the subject of a verb to refer to people , animals , or things already mentioned or, more generally , to a group of people not clearly described"
this,pronoun,What the hell is this?,"used for a person , object , idea , etc. to show which one is referred to"
thing,noun,You did the right thing.,used to refer in an approximate way to an object or to avoid naming it
think,verb,What do you think you're doing?,to believe something or have an opinion or idea
third,ordinal number,It was the dawn of the Third Age of mankind.,3rd written as a word
thirsty,adjective,"As soon as I hit the desert, I'm thirsty.",needing to drink
thirty,number,Thirty-eight fucking years old.,the number 30
thousand,number,"Wait for it in a thousand years, wait for it","the number 1,000: | numbers between 1,000 and 1,000,000"
