word,class,sentence,word_mean
lab,noun,You guys get started on the lab.,"short for laboratory : a room or building with scientific equipment for doing scientific tests or for teaching science , or a place where chemicals or medicines are produced"
lady,noun,She's one lady who knows how to take care of herself.,a women's toilet in a public place or building such as a hotel or restaurant : | a polite or old-fashioned way of referring to or talking to a woman
lake,noun,I'm calling my partner in Toluca Lake.,a large area of water surrounded by land and not connected to the sea except by rivers or streams
lamp,noun,Does he stink of the lamp?,"a device for giving light , especially one that has a covering or is contained within something"
last,verb,Where were you last night?,(the person or thing) after everyone or everything else
later,adjective,I'll talk to you later.,at a time in the future or after the time you have mentioned
laughter,noun,"So come and join us, all you kids, For lots of fun and laughter",the act or sound of laughing
law,noun,Anything you say can and will be used against you in a court of law.,"a rule , usually made by a government , that is used to order the way in which a society behaves"
lawyer,noun,I want to call my lawyer.,someone whose job is to give advice to people about the law and speak for them in court
lazy,adjective,He always used to say that American kids were spoiled lazy.,not willing to work or use any effort
leader,noun,Take me to your leader.,"a person in control of a group , country , or situation"
learning,noun,Like a lark who is learning to pray,the activity of obtaining knowledge
least,pronoun,It's the least I can do.,less than anything or anyone else ; the smallest amount or number
lecture,noun,I attended a lecture of hers once.,"a formal talk on a serious subject given to a group of people , especially students"
lemon,noun,"A gin and orange, a lemon squash and a scotch and water, please!","an oval fruit that has a thick , yellow skin and sour juice , or the small tree on which this fruit grows"
lend,verb,I'll lend it to you.,"to give something to someone for a short period of time , expecting it to be given back"
less,adverb,"I'm all alone, more or less","a smaller amount (of), or to a smaller degree"
lift,noun,Can you give me a lift?,to move something from a lower to a higher position
likely,adjective,I'll most likely kill you in the morning.,"If something is likely, it will probably happen or is expected"
link,verb,Through our newspaper contacts we've been able to put out material about McCluskey's link with Sollozzo in the drug rackets.,"a large area of hills covered with sand near the sea , used for playing golf on | a connection between two people , things, or ideas"
lock,verb,Why did you lock the door?,a device that prevents something such as a door from being opened and can only be opened with a key : | the hair on someone's head
look,noun,Let me look at you.,"a person's appearance , especially how attractive they are: | to direct your eyes in order to see"
lost,adjective,Have you lost your mind?,not knowing where you are and how to get to a place
loud,adjective,"Oh, for crying out loud.",making a lot of noise
lovely,adjective,How lovely to see you.,pleasant or enjoyable
low,adjective,How low can you go?,not measuring much from the base to the top
luck,noun,"Well, good luck to you.","the force that causes things, especially good things, to happen to you by chance and not as a result of your own efforts or abilities"
lucky,adjective,This is your lucky day.,having good things happen to you by chance
mail,noun,It's amazing what you can accomplish by mail.,"the letters , etc. that are sent to or from people , or the system for sending letters , etc. from place to place"
major,adjective,"What do you know about surfing, Major?","more important , bigger , or more serious than others of the same type"
male,adjective,"Six Replicants: three male, three female.",belonging or relating to men or boys
manage,verb,How did you manage that?,"to succeed in doing or dealing with something, especially something difficult"
manager,noun,I don't think the store manager likes me very much.,the person who is responsible for managing an organization
manner,noun,"In a manner of speaking, yes.",polite ways of treating other people and behaving in public : | the way in which something is done
mark,noun,"On your mark, get set, go!","a small area on the surface of something that is damaged , dirty , or different in some way"
marry,verb,I want you to marry me.,to become the legally accepted husband or wife of someone in an official or religious ceremony
matter,noun,What's the matter with you?,a situation or subject that is being dealt with or considered : | the situation being dealt with or being discussed
media,noun,Subtitles by SDI Media Group,"the internet , newspapers , magazines , television , etc., considered as a group"
medical,adjective,I never saw no medical book.,related to the treatment of illness and injuries
medicine,noun,"Gentlemen, you are about to enter the most fascinating sphere of police work, the world of forensic medicine.","treatment for illness or injury , or the study of this"
memory,noun,Let me refresh your memory.,"the ability to remember information , experiences , and people"
metal,noun,"Humans and aliens, wrapped in 2,500,000 tons of spinning metal, all alone in the night.","a chemical element , such as iron or gold , or a mixture of such elements , such as steel , that is generally hard and strong , and through which electricity and heat can travel"
method,noun,"Now, look, maybe your method of massage differs from mine.",a particular way of doing something
middle,adjective,In the middle of the night?,"the central point , position , or part"
might,modal verb,And who might you be?,"past simple of the verb may , used especially when reporting what someone has said, thought , asked , etc"
mind,noun,Are you out of your mind?,"the part of a person that makes it possible for him or her to think , feel emotions , and understand things"
mirror,noun,Look at yourself in the mirror.,"a piece of glass with a shiny , metal-covered back that reflects light , producing an image of whatever is in front of it"
missing,adjective,You don't know what you're missing.,Someone who is missing has disappeared
monkey,noun,"What is your malfunction, you fat barrel of monkey spunk?","an animal that lives in hot countries , has a long tail , and climbs trees . Monkeys are primates (= the group of animals that are most like humans )"
moon,noun,"In the name of the moon, I will punish you!",the round object that moves in the sky around the earth and can be seen at night
mostly,adverb,I think mostly I wanted to scare them.,mainly
movement,noun,There's movement all over the place!,what someone is doing during a particular period : | a change of position
musical,adjective,Serves me right for not being musical.,related to or connected with music
myself,pronoun,I can take care of myself.,"used when the subject of the verb is ""I"" and the object is the same person"
narrow,adjective,"Always the same narrow people, the same mindless chatter.","having a small distance from one side to the other, especially in comparison with the length"
national,adjective,Maine National and New England First.,"relating to or typical of a whole country and its people , rather than to part of that country or to other countries"
nature,noun,I imagine it appealed to his meticulous nature.,"all the animals , plants , rocks , etc. in the world and all the features , forces , and processes that happen or exist independently of people , such as the weather , the sea , mountains , the production of young animals or plants , and growth"
nearly,adverb,Mr. Stevens visited nearly a dozen banks in the Portland area that morning.,"almost , or not completely"
necessary,adjective,"No, that won't be necessary.",needed in order to achieve a particular result
neck,noun,What happened to your neck?,the part of the body that joins the head to the shoulders
need,noun,I need to talk to you.,"to have to have something, or to want something very much: | the things you must have for a satisfactory life"
neither,pronoun,That's neither here nor there.,not either of two things or people
nervous,adjective,You're making me nervous.,worried and anxious
network,noun,This has been a color presentation of the NBC Television Network.,"a large system consisting of many similar parts that are connected together to allow movement or communication between or along the parts , or between the parts and a control centre"
noise,noun,Don't make so much noise.,"a sound or sounds , especially when it is unwanted , unpleasant , or loud"
none,pronoun,It's none of your business.,"not one (of a group of people or things), or not any"
normal,adjective,Quite normal for this time of year.,ordinary or usual ; the same as would be expected
normally,adverb,"Normally both your asses would be dead as fuckin' fried chicken, but you happened to pull this shit while I'm in a transitional period, and I don't wanna kill you;","If something happens normally, it happens in the usual or expected way"
notice,noun,The guards simply didn't notice.,to see or become conscious of something or someone
novel,noun,She published a novel under a pen name.,a long printed story about imaginary characters and events
nowhere,adverb,Flattery will get you nowhere.,"in, at, or to no place ; not anywhere"
nut,noun,"What are you, some kind of nut?",the dry fruit of particular trees that grows in a hard shell and can often be eaten : | an rude word for testicles (= round male sex organs that produce sperm )
ocean,noun,The Heart of the Ocean.,a very large area of sea
offer,noun,I'll make him an offer he can't refuse.,to ask someone if they would like to have something or if they would like you to do something
officer,noun,"Well, he wasn't a bad officer, I guess.",a person in the armed forces who has a position of authority
oil,noun,Thou anointest my head with oil.,petroleum (= the black oil obtained from under the earth's surface from which petrol comes)
onto,preposition,"I was standing there, holding onto that TV.",used to show movement into or on a particular place
opportunity,noun,The chance to begin again in a golden land of opportunity and adventure.,"an occasion or situation that makes it possible to do something that you want to do or have to do, or the possibility of doing something"
ordinary,adjective,Nothing out of the ordinary.,not different or special or unexpected in any way; usual
organization,noun,My organization just recently traced a large purchase by this man.,a group of people who work together in an organized way for a shared purpose
original,adjective,Superman is based on the original character appearing in Superman magazine.,"existing since the beginning , or being the earliest form of something"
ourselves,pronoun,Let's not get ahead of ourselves.,"used when the subject of the verb is ""we"" or the speaker and one or more others , and the object is the same group of people"
outside,adjective,I'll wait for you outside.,not inside a building
oven,noun,"Just put everything in the oven, Carl, on low.","the part of a cooker with a door , used to bake or roast food"
own,verb,You're on your own.,belonging to or done by a particular person or thing
owner,noun,Where's the owner of that horse?,someone who owns something
pain,noun,"The victim is in extreme pain, Rampart.",to try very hard to do something: | a feeling of physical suffering caused by injury or illness
palace,noun,It used to decorate a king's palace.,"a large house that is the official home of a king , queen , or other person of high social rank"
pants,noun,"Restaurants, on the other hand, you catch with their pants down.",a piece of underwear covering the area between the waist and the tops of the legs
parking,noun,"So, 9:00, you're strolling through the parking lot.",leaving a vehicle in a particular place for a period of time
particular,adjective,Are you looking for something in particular?,"special , or this and not any other"
passenger,noun,You gonna drive around with a tiger in your passenger seat?,"a person who is travelling in a vehicle but is not driving it, flying it, or working on it"
pattern,noun,Like there's some pattern here.,"a particular way in which something is done, is organized , or happens"
pay,noun,You'll pay for this!,to give money to someone for something you want to buy or for services provided
peace,noun,May he rest in peace.,"freedom from war and violence , especially when people live and work together happily without disagreements"
penny,noun,"In for a penny, in for a pound.","the smallest unit of money in the UK, of which there are 100 in a pound , or a small coin worth this much. You use ""pence"" or, more informally , ""p"" when you are talking about the units of money and pennies when you are talking about the coins themselves: | plural of penny"
per,preposition,It only cost us a pack of smokes per man.,"used when expressing rates , prices , or measurements to mean ""for each"""
perform,verb,"Wanting to perform the mysterious,",to do an action or piece of work
perhaps,adverb,"Well, perhaps you're right.",used to show that something is possible or that you are not certain about something
permission,noun,"Permission to come aboard, sir.","If someone is given permission to do something, they are allowed to do it"
personality,noun,"Ah, so, by that rationale, if a pig had a better personality, he would cease to be a filthy animal.","the type of person you are, shown by the way you behave , feel , and think"
pet,noun,It's a wonderful pet to have.,"an animal that you keep in your home , for pleasure rather than for work or food"
physical,adjective,But then I got orders for my physical.,relating to the body
pilot,noun,I think her biggest deal was she starred in a pilot.,a person who flies an aircraft
planet,noun,"By your powers combined, I am Captain Planet!","an extremely large , round mass of rock and metal , such as Earth , or of gas , such as Jupiter , that moves in a circular path around the sun or another star"
plastic,adjective,Remember that plastic explosive I told you about?,an artificial substance that can be shaped when soft into many different forms and has many different uses
plate,noun,Fell out of his nest over by the plate shop.,"a flat , usually round dish with a slightly raised edge that you eat from or serve food from"
platform,noun,Prepare to disengage from platform.,a flat raised area or structure
please,verb,"May I have your attention, please?",used to make a request more polite
pleased,adjective,I'm very pleased to meet you.,happy or satisfied
pocket,noun,Put it in your pocket.,"a small bag for carrying things in, made of cloth and sewn into the inside or onto the outside of a piece of clothing"
polite,adjective,It is not polite to speak of the dead.,behaving in a way that is socially correct and shows understanding of and care for other people's feelings
pop,adjective,"We'll get there, Pop.","modern popular music , usually with a strong beat , created with electrical or electronic equipment , and easy to listen to and remember"
population,noun,"And in the last five years, the Newcomers have become the latest addition... to the population of Los Angeles.","all the people living in a particular country , area , or place"
position,noun,Now I find you in exactly the position that suits me.,"the place where something or someone is, often in relation to other things"
possession,noun,You probably know as much about possession as most priests.,the fact that you have or own something
possibility,noun,There's a slight possibility of overload.,a chance that something may happen or be true
president,noun,"Ladies and gentlemen, the President of the United States.","(the title given to) the person who has the highest political position in a country that is a republic and who, in some of these countries , is the leader of the government"
prevent,verb,Its goal: to prevent another war by creating a place where humans and aliens could work out their differences.,to stop something from happening or someone from doing something
prison,noun,There must be a con like me in every prison in America.,a building where criminals are forced to live as a punishment
prize,noun,Our prize is awaited in Berlin.,"something valuable , such as an amount of money , that is given to someone who succeeds in a competition or game or that is given to someone as a reward for doing very good work"
process,noun,It's where the filtering process starts.,a series of actions that you take in order to achieve a result
professional,adjective,Look at what I have to resort to for professional respect.,relating to work that needs special training or education
professor,noun,"Chewie, take the professor in the back and plug him into the hyperdrive.","a teacher of the highest rank in a department of a British university , or a teacher of high rank in an American university or college"
program,noun,The following program is brought to you in living color on NBC.,a series of instructions that can be put into a computer in order to make it perform an operation
progress,noun,Progress is his middle name.,"movement to an improved or more developed state , or to a forward position"
promise,noun,I want you to promise me something.,to tell someone that you will certainly do something
protect,verb,The names have been changed to protect the innocent.,"to keep someone or something safe from injury , damage , or loss"
provide,verb,"What no man can provide, Mr. Lawrence.",to give someone something that they need
public,adjective,Is that why you slapped my brother around in public?,"relating to or involving people in general , rather than being limited to a particular group of people"
purpose,noun,I didn't do it on purpose.,why you do something or why something exists
quality,noun,The quality of mercy is not strained.,how good or bad something is
queen,noun,"He journeyed the earth, battling the minions of his wicked stepmother, Hera, the all-powerful queen of the gods.","a woman who rules a country because she has been born into a royal family , or a woman who is married to a king"
quietly,adverb,Norton had no intention of going that quietly.,without making much noise
race,verb,"Right now, I'm a fuckin' race car, and you got me in the red.",a competition in which all the competitors try to be the fastest and to finish first
raise,verb,"Raise your right hand, please.",to lift something to a higher position
rate,noun,Is that the going rate for saving the woman you love?,"the speed at which something happens or changes , or the amount or number of times it happens or changes in a particular period"
rather,adverb,I'd rather not talk about it.,quite ; to a slight degree
realize,verb,Do you realize what you've done?,"to understand a situation , sometimes suddenly"
receive,verb,"For what we are about to receive, may the Lord make us truly thankful.",to get or be given something
recent,adjective,Any family problems or recent arguments?,happening or starting from a short time ago
recently,adverb,Did you know my mother died recently?,"not long ago, or at a time that started not long ago"
reception,noun,I want you guys working the D deck reception area and the dining saloon.,a formal party at which important people are welcomed
recognize,verb,Do you recognize this man?,to know someone or something because you have seen or heard him or her or experienced it before
recommend,verb,"I think you should recommend a decoration, sir.","to suggest that someone or something would be good or suitable for a particular job or purpose , or to suggest that a particular action should be done"
record,noun,What about his prison record?,to store sounds or moving pictures using electronic equipment so that they can be heard or seen later
recording,noun,This recording will self-destruct in five seconds.,"speech , music , or moving pictures that have been recorded to be listened to or watched later"
refuse,verb,When did I ever refuse an accommodation?,to say that you will not do or accept something
region,noun,Mankind has colonized the last unexplored region on Earth... the ocean.,"a particular area or part of the world , or any of the large official areas into which a country is divided"
regular,adjective,Andy was a regular cottage industry.,happening or doing something often
relationship,noun,"To the Italian people that's a very sacred, close relationship.",the way in which two things are connected
remove,verb,"On November 13, Felix Unger was asked to remove himself from his place of residence.","to take something or someone away from somewhere , or off something"
replace,verb,I'm afraid you'll have to replace it.,"to take the place of something, or to put something or someone in the place of something or someone else"
reply,verb,This was her wise reply,to answer
reporter,noun,The creature is driven by rage and pursued by an investigative reporter.,a person whose job is to discover information about news events and describe them for a newspaper or magazine or for radio or television
request,noun,That request came from his wife.,the act of politely or officially asking for something
research,noun,"This episode was inspired by what was happening in    South Africa at the time, critical of South Africa's apartheid law.    I encourage you to do more research if you're interested.","a detailed study of a subject , especially in order to discover (new) information or reach a (new) understanding"
respond,verb,Perhaps she would respond to an alternative form of persuasion.,to say or do something as a reaction to something that has been said or done
response,noun,It's a test designed to provoke an emotional response.,an answer or reaction
rest,noun,May he rest in peace.,to ( cause someone or something to) stop doing a particular activity or stop being active for a period of time in order to relax and get back your strength
review,noun,"Can we review our status, Sy?","to think or talk about something again, in order to make changes to it or to make a decision about it"
ride,noun,We're going for a ride.,"to sit on something such as a bicycle , motorbike , or horse and travel along on it controlling its movements"
ring,noun,"With this ring, I thee wed.","a circle of any material , or any group of things or people in a circular shape or arrangement : | two round handles at the ends of two long ropes that hang from the ceiling and are used in gymnastics"
rise,verb,Will the defendant please rise?,to move upwards
rock,noun,"rock, rock, rock, rock, rock 'n' roll high school","the dry solid part of the earth's surface , or any large piece of this that sticks up out of the ground or the sea : | used to show that you like or approve of someone or something a lot"
role,noun,The Department and the public need role models.,"the position or purpose that someone or something has in a situation , organization , society , or relationship"
roof,noun,The roof of the license-plate factory needs resurfacing.,"the covering that forms the top of a building , vehicle , etc"
round,adjective,Word 'round the campfire is it was on account of Marsellus Wallace's wife.,a work activity that regularly involves going to several different places : | in a circular direction or position ; around
route,noun,"An innocent victim of blind justice, falsely convicted for the murder of his wife, reprieved by fate when a train wreck freed him en route to the death house.",a particular way or direction between places
rubbish,noun,What rubbish are you talking?,waste material or things that are no longer wanted or needed
rude,adjective,I didn't mean to be rude.,not polite ; offensive or embarrassing
run,noun,Why did you run away?,"(of people and some animals ) to move along, faster than walking , by taking quick steps in which each foot is lifted before the next foot touches the ground"
running,noun,We're running out of time.,happening on a particular number of regular occasions
safe,adjective,You'll be safe here.,not in danger or likely to be harmed
sail,verb,It was bought by Private Doughboy Erine Coolidge... on the day he set sail for Paris.,"When a boat or a ship sails, it travels on the water"
sailing,noun,Thanks for sailing with us.,the sport or activity of using boats with sails
salary,noun,Don't ask me how he can live the way he does on a cop's salary.,"a fixed amount of money agreed every year as pay for an employee , usually paid directly into his or her bank account every month"
sale,noun,They're not for sale.,an act of exchanging something for money
sauce,noun,Vinnie was in charge of the tomato sauce.,a thick liquid eaten with food to add flavour
save,verb,Why did you save me?,"to stop someone or something from being killed , injured , or destroyed"
scared,adjective,What are you scared of?,frightened or worried
scary,adjective,See that scary guy over there?,frightening
scene,noun,Freed him to search for a one-armed man he saw leave the scene of the crime.,"a part of a play or film in which the action stays in one place for a continuous period of time , or in which the same characters are involved . An act may consist of several scenes"
schedule,noun,We're right on schedule.,a list of planned activities or things to be done showing the times or dates when they are intended to happen or be done
score,noun,Let's see how the score comes out.,"to win or get a point , goal , etc. in a competition , sport , or game"
screen,noun,Put it on the screen.,"a flat surface in a cinema , on a television , or as part of a computer , on which pictures or words are shown"
search,verb,Freed him to search for a one-armed man he saw leave the scene of the crime.,to look somewhere carefully in order to find something
season,noun,'Tis the season to be jolly,"one of the four periods of the year ; spring , summer , autumn , or winter"
seat,noun,Why don't you have a seat?,"a piece of furniture or part of a train , plane , etc. that has been designed for someone to sit on"
second,adverb,Can I talk to you for a second?,an extra amount of food that is given after the first amount has been eaten : | immediately after the first and before any others
secret,adjective,It'll be our secret.,a piece of information that is only known by one person or a few people and should not be told to others
secretary,noun,"As always, should you or any of your IM Force be caught or killed, the Secretary will disavow any knowledge of your actions.","someone who works in an office , writing letters , making phone calls , and arranging meetings for a person or for an organization"
seem,linking verb,You don't seem to understand.,to give the effect of being; to be judged to be
separate,adjective,"In the criminal justice system the people are represented by two separate yet equally important groups, the police who investigate crime and the district attorneys who prosecute the offenders.",existing or happening independently or in a different physical space
serious,adjective,"You're serious, aren't you?",severe in effect ; bad
serve,verb,By the power vested in me by the state of Maine I hereby order you to serve two life sentences back-to-back one for each of your victims.,to provide food or drinks
service,noun,Glad to be of service.,"a government system or private organization that is responsible for a particular type of activity , or for providing a particular thing that people need"
series,noun,The 9000 Series is the most reliable computer ever made.,"a number of similar or related events or things, one following another"
several,determiner,You used her several times.,some; an amount that is not exact but is fewer than many
shall,modal verb,What shall we do now?,"used instead of ""will"" when the subject is ""I"" or ""we"""
shape,noun,You're in great shape.,the particular physical form or appearance of something
sheet,noun,You're white as a sheet.,a large piece of thin cloth used on a bed for sleeping on or under: | a large quantity of rain
ship,noun,I want every part of this ship checked.,"a large boat for travelling on water , especially across the sea"
shoulder,noun,Attack ships on fire off the shoulder of Orion.,one of the two parts of the body at each side of the neck that join the arms to the rest of the body
shout,noun,You don't have to shout.,"to speak with a very loud voice , often as loud as possible , usually when you want to make yourself heard in noisy situations , or when the person you are talking to is a long way away or cannot hear very well"
shut,adjective,Why don't you shut up?,to ( cause to) close something
side,noun,Whose side are you on?,"a flat outer surface of an object , especially one that is not the top , the bottom , the front , or the back"
sign,noun,There's no sign of him.,"to write your name , usually on a written or printed document , to show that you agree with its contents or have written or created it yourself"
silver,noun,That tall drink of water with the silver spoon up his ass.,"a chemical element that is a valuable shiny , white metal , used for making cutlery (= knives , spoons , etc.) , jewellery , coins , and decorative objects"
simple,adjective,It's as simple as that.,easy to understand or do; not difficult
singing,noun,Just singing in the rain,"the activity of making musical sounds with the voice , usually a tune with words"
single,adjective,Able to leap tall buildings at a single bound.,one only
sir,noun,"How do you do, sir?","used as a formal and polite way of speaking to a man, especially one who you are providing a service to or who is in a position of authority"
site,noun,I say we take off and nuke the entire site from orbit.,"a place where something is, was, or will be built , or where something happened , is happening , or will happen"
size,noun,That's about the size of it.,how large or small something or someone is
skin,noun,They say people with fair skin can't take too much.,"the natural outer layer that covers a person , animal , fruit , etc"
sky,noun,To a deluxe apartment in the sky,"the sky in a particular state or place : | the area above the earth , in which clouds , the sun , etc. can be seen"
sleep,noun,Try to get some sleep.,the resting state in which the body is not active and the mind is unconscious
slowly,adverb,The fire is slowly dying,at a slow speed
smell,noun,I love the smell of napalm in the morning.,to have a particular quality that others can notice with their noses
smile,noun,It's an open smile on a friendly shore.,"a happy or friendly expression on the face in which the ends of the mouth curve up slightly , often with the lips moving apart so that the teeth can be seen"
smoke,noun,Do you mind if I smoke?,"the grey , black , or white mixture of gas and very small pieces of carbon that is produced when something burns"
smoking,noun,When did you start smoking?,"the action of smoking a cigarette , pipe , etc., or the activity of doing this regularly"
soap,noun,Don't be afraid of the soap.,a substance used for washing the body or other things
social,adjective,"Mr. Stevens has a birth certificate driver's license, Social Security.",relating to activities in which you meet and spend time with other people and that happen during the time when you are not working
society,noun,No danger to society here.,"a large group of people who live together in an organized way, making decisions about how to do things and sharing the work that needs to be done. All the people in a country , or in several similar countries , can be referred to as a society"
soft,adjective,Your brain is going soft from playing with that girl.,not hard or firm
soldier,noun,"What are you shooting at, soldier?","a person who is in an army and wears its uniform , especially someone who fights when there is a war"
solution,noun,And I'm willing to do whatever is necessary to find a peaceful solution.,the answer to a problem
solve,verb,How do you solve a problem like Maria?,to find an answer to a problem
somewhere,adverb,Now we're getting somewhere.,in or at a place having a position that is not stated or not known
sort,noun,You'll do nothing of the sort.,a group of things that are of the same type or that share similar qualities
source,noun,How far are we from the source of transmission?,"the place something comes from or starts at, or the cause of something"
specific,adjective,Could you be more specific?,relating to one thing and not others ; particular
speech,noun,It's just a figure of speech.,"the ability to talk , the activity of talking , or a piece of spoken language"
speed,noun,"Go, Speed Racer Go, Speed Racer",how fast something moves
spider,noun,"I thought you said, I'm all right, Spider.",a small creature with eight thin legs that catches insects in a web (= a net made from sticky threads )
square,adjective,Be there or be square.,a flat shape with four sides of equal length and four angles of 90°
stage,noun,"To my left, Baby Ray, star of stage and screen.",a part of an activity or a period of development
star,verb,The Death Star has cleared the planet.,→ horoscope : | a very large ball of burning gas in space that is usually seen from the earth as a point of light in the sky at night
start,noun,I don't know where to start.,to begin doing something
stay,noun,Stay right where you are.,to not move away from or leave a place or situation
steal,verb,"You steal from me, you're dead.",to take something without the permission or knowledge of the owner and keep it
step,noun,The witness may step down.,"another word for stepladder : | to move by lifting your foot and putting it down in a different place , or to put your foot on or in something"
stomach,noun,they can't fill up my stomach.,an organ in the body where food is digested
stone,noun,They're the modern stone age family,"the hard, solid substance found in the ground that is often used for building , or a piece of this"
store,noun,I don't think the store manager likes me very much.,a place where you can buy goods
storm,noun,I just didn't expect the storm would last as long as it has.,"an extreme weather condition with very strong wind , heavy rain , and often thunder and lightning"
straight,adjective,Let me get this straight.,continuing in one direction without bending or curving
strange,adjective,"to explore strange new worlds, to seek out new life and new civilizations, to boldly go where no one has gone before.","unusual and unexpected , or difficult to understand"
stress,verb,I honestly think you ought to sit down calmly take a stress pill and think things over.,"great worry caused by a difficult situation , or something that causes this condition"
structure,noun,The molecular structure of both Einstein and the car are completely intact.,"the way in which the parts of a system or object are arranged or organized , or a system arranged in this way"
stupid,adjective,How could I be so stupid?,silly or unwise ; showing poor judgment or little intelligence
succeed,verb,"If at first you don't succeed, try, try again.","If you succeed, you achieve something that you have been aiming for, and if a plan or piece of work succeeds, it has the results that you wanted"
successful,adjective,It's the price you pay for being successful.,achieving the results wanted or hoped for
such,pronoun,You'll do no such thing.,used before a noun or noun phrase to add emphasis
suddenly,adverb,Suddenly you realize there's a wasp crawling on your arm.,quickly and unexpectedly
suggest,verb,"Well, what do you suggest?","to mention an idea , possible plan , or action for other people to consider"
suggestion,noun,It's purely force of suggestion.,"an idea , plan , or action that is suggested or the act of suggesting it"
suit,noun,A politician's word so that young fellas like yourself can wear a suit and a tie and have a job.,a jacket and trousers or a jacket and skirt that are made from the same material
support,noun,Thank you for your support.,"to agree with and give encouragement to someone or something because you want him, her, or it to succeed"
suppose,verb,"Yeah, I suppose you're right.",to think that something is likely to be true
surprise,verb,I've got a surprise for you.,an unexpected event
surprised,adjective,Why are you so surprised?,feeling or showing surprise because something has happened that you did not expect
sweet,noun,That's very sweet of you.,"sweet food , such as candy or cake : | ( especially of food or drink ) having a taste similar to that of sugar ; not bitter or salty"
symbol,noun,It's a symbol of your desire to return to reality.,"a sign , shape , or object that is used to represent something else"
system,noun,"In the criminal justice system the people are represented by two separate yet equally important groups, the police who investigate crime and the district attorneys who prosecute the offenders.",a set of connected things or devices that operate together
talk,noun,I want to talk to you.,"serious and formal discussions on an important subject , usually intended to produce decisions or agreements : | to say words aloud ; to speak to someone"
target,noun,Target should be clear if you go in low enough.,"an object shot at during shooting practice , often a circle with a pattern of rings , or any object or place at which bullets , bombs , etc. are aimed"
task,noun,"Are you sure golden boy is up to the task, Cap?","a piece of work to be done, especially one done regularly , unwillingly , or with difficulty"
taste,noun,What does it taste like?,"the flavour of something, or the ability of a person or animal to recognize different flavours"
teaching,noun,And what are you teaching him today?,the job of being a teacher
technology,noun,I'm not picking up any cities or technology.,"(the study and knowledge of) the practical , especially industrial , use of scientific discoveries"
temperature,noun,Auto-temperature is currently 85 degrees Fahrenheit.,the measured amount of heat in a place or in the body
term,noun,Of course he didn't tell the press that bare minimum of expense is a fairly loose term.,"the conditions that control an agreement , arrangement , or activity : | the fixed period of time that something lasts for"
themselves,pronoun,They can take care of themselves.,"used when the subject of the verb is ""they"" or a group of people , and the object is the same group of people"
thick,adjective,"You're thick as thieves, you are.",having a large distance between two sides
thief,noun,What I mean is you're not a very good thief.,a person who steals
thin,adjective,I conjured him out of thin air.,having a small distance between two opposite sides
thinking,noun,What are you thinking about?,the activity of using your mind to consider something
thought,noun,I thought I'd never see you again.,past simple and past participle of think
throw,verb,I think I'm going to throw up.,"to send something through the air with force , especially by a sudden movement of the arm"
tie,noun,You'll want to tie those.,"to fasten together two ends of a piece of string or other long , thin material , or to ( cause to) hold together with a long , thin piece of string , material , etc"
tip,noun,It's on the tip of my tongue.,abbreviation for Treasury Inflation Protected Securities: a type of savings bond from the US Treasury that protects the person who owns it from the effects of inflation | to ( cause to) move so that one side is higher than another side
tool,noun,I am Tim The Tool Man Taylor.,a piece of equipment that you use with your hands to make or repair something
top,adjective,Let's take it from the top.,the highest place or part : | the leaves of a vegetable plant grown mainly for its roots
tour,noun,"Well, I'll give you the dime tour.","a visit to a place or area , especially one during which you look around the place or area and learn about it"
towards,preposition,It's moving right towards you.,"in the direction of, or closer to someone or something"
towel,noun,What if he was to come in here and see his towel like this?,a piece of cloth or paper used for drying someone or something that is wet
tower,noun,He's at the uplink tower.,"a tall , narrow structure , often square or circular , that either forms part of a building or stands alone"
toy,adjective,They're just little toy arrows.,an object for children to play with
tradition,noun,"He was from a long, great military tradition.","a belief , principle , or way of acting that people in a particular society or group have continued to follow for a long time , or all of these beliefs , etc. in a particular society or group"
training,noun,"Yes, too old to begin the training.",the process of learning the skills you need to do a particular job or activity
transport,noun,Men to this transport and women to this transport.,the movement of people or goods from one place to another
trouble,noun,What seems to be the trouble?,problems or difficulties
truck,noun,We're going to a place called Monster Joe's Truck and Tow.,a large road vehicle that is used for transporting large amounts of goods
twin,adjective,"Marking it with twin circles, I feel a bit more grown-up!",either of two children born to the same mother on the same occasion
typical,adjective,It is so typical of you to create a problem like this when I finally have a chance to accomplish something!,showing all the characteristics that you would usually expect from a particular group of things
underground,adjective,These men promptly escaped... from a maximum-security stockade... to the Los Angeles underground.,below the surface of the earth ; below ground
understanding,noun,I thought we had an understanding.,"knowledge about a subject , situation , etc. or about how something works"
unfortunately,adverb,"Unfortunately, Dane's luck wasn't as good as his old man's.","used to say that something is sad , disappointing , or has a bad effect"
unhappy,adjective,Why are you so unhappy?,sad or not satisfied
uniform,noun,Why are you out of uniform?,a particular set of clothes that has to be worn by the members of the same organization or group of people
unit,noun,"In 1972, a crack commando unit... was sent to prison by a military court... for a crime they didn't commit.",a single thing or a separate part of something larger
united,adjective,"Ladies and gentlemen, the President of the United States.",joined together as a group
unusual,adjective,What's so unusual about that?,"different from others of the same type in a way that is surprising , interesting , or attractive"
upstairs,adjective,"Come on, let's go upstairs.",towards or on the highest floor or floors of a building
use,noun,I could use a good man to help me get my project on wheels.,"to put something such as a tool , skill , or building to a particular purpose"
