word,sentence,word_mean
date,Here's a red-letter date in the history of science.,"a numbered day in a month , often given with a combination of the name of the day , the month , and the year"
figure,How do you figure that?,the symbol for a number or an amount expressed in numbers
pass,Only the penitent man will pass.,"to go past something or someone or move in relation to it, him, or her"
turned,"As it turned out, Tommy had himself a young wife and a new baby girl.",past simple and past participle of turn
absolutely,Absolutely out of the question.,completely
giving,What are you giving me?,the act of giving money or other things to someone to help them or as a present
state,It's not surprising he wouldn't know what a state he put you in.,a condition or way of being that exists at a particular time
ooh,"Ooh, that had to hurt.","an expression of surprise , pleasure , approval , disapproval , or pain"
yesterday,I remember it like it was yesterday.,on the day before today
mistake,There must be some mistake.,"an action , decision , or judgment that produces an unwanted or unintentional result"
loved,You said you loved me.,past simple and past participle of love
wake,Why didn't you wake me up?,to ( cause someone to) become awake and conscious after sleeping
act,"If you act like an adult and give up,",to behave in the stated way
joe,"You're the only one, Joe.",coffee
forgive,Can you ever forgive me?,"to stop blaming or being angry with someone for something that person has done, or not punish them for something"
expect,What do you expect me to do?,"to think or believe something will happen , or someone will arrive"
calm,How can you be so calm?,"peaceful , quiet , and without worry"
kidding,You've got to be kidding.,present participle of kid informal
busy,Get busy living or get busy dying.,"If you are busy, you are working hard, or giving your attention to a particular thing"
unless,Unless you do it first.,except if
sex,Did you have sex with her?,"the physical state of being either male , female , or intersex"
eh,"Quite a surprise to hear a woman singing in my house, eh?","used to express surprise or confusion , to ask someone to repeat what they have said, or as a way of getting someone to give some type of reaction to a statement that you have made"
strong,Go on and try to live even more wild and strong!,powerful ; having or using great force or control
ones,She starred in one of the ones that became nothing.,the number 1
charlie,Charlie didn't get much USO.,a silly person
kiss,You may kiss the bride.,"to touch with your lips , especially as a greeting , or to press your mouth onto another person's mouth in a sexual way"
fool,Don't try to fool me.,a person who behaves in a silly way without thinking
bill,Put it on my bill.,"a request for payment of money owed , or the piece of paper on which it is written"
christmas,What do you want for Christmas?,"(the period just before and after) 25 December , a Christian holy day that celebrates the birth of Jesus Christ"
clothes,Pick up your clothes and Bible.,"things such as dresses and trousers that you wear to cover , protect , or decorate your body"
hotel,"Hotel One Actual, this is Cowboy.","a building where you pay to have a room to sleep in, and where you can sometimes eat meals"
mouth,You took the words right out of my mouth.,"the opening in the face of a person or animal , consisting of the lips and the space between them, or the space behind containing the teeth and the tongue"
lieutenant,Freed him to run before the relentless pursuit of the police lieutenant obsessed with his capture.,(the title of) an officer of middle rank in the armed forces
eight,"One, two, three, four, five, six, seven, eight.",the number 8
worried,What are you worried about?,unhappy because you are thinking about problems or unpleasant things that might happen
choice,You leave me no choice.,an act or the possibility of choosing
caught,"As always, should you or any of your IM Force be caught or killed, the Secretary will disavow any knowledge of your actions.",past simple and past participle of catch
except,"He doesn't exist, except on paper.",not including ; but not
pain,"The victim is in extreme pain, Rampart.",a feeling of physical suffering caused by injury or illness
kept,I'm sorry to have kept you waiting.,past simple and past participle of keep
attack,You almost gave me a heart attack.,to try to hurt or defeat using violence
major,"What do you know about surfing, Major?","more important , bigger , or more serious than others of the same type"
finish,You didn't let me finish.,to complete something or come to the end of an activity
near,Don't you come near me.,not far away in distance
dark,It'll be dark soon.,with little or no light
she'll,She'll be all right.,short form of she will
letter,Did you get my letter?,"a written message from one person to another, usually put in an envelope and sent by post"
works,The Lord works in mysterious ways.,everything that you might want or expect to find in a particular situation
hasn't,He hasn't come back yet.,short form of has not
wear,Wear it in good health.,"to have clothing , jewellery , etc. on your body"
worse,It could have been worse.,"comparative of bad : more unpleasant , difficult , or severe than before or than something else that is also bad"
army,Two of the men were colonels in the South Vietnamese army.,a particular country's fighting force
lovely,How lovely to see you.,pleasant or enjoyable
sell,Who did you sell it to?,to give something to someone else in return for money
colonel,"Captain, you've heard of Colonel Walter E. Kurtz?",an officer of high rank in the army or air force
station,"For his adventures, just be sure and stay tuned to this station.",a building and the surrounding area where buses or trains stop for people to get on or off
blue,I hope the Pacific is as blue as it has been in my dreams.,"of the colour of the sky without clouds on a bright day , or a darker or lighter type of this"
train,The train is about to leave.,a railway engine connected to carriages for carrying people or to wheeled containers for carrying goods
finished,We're not finished yet.,"completed , final or completely used"
born,There's one born every minute.,"to come out of a mother's body , and start to exist"
decided,I've decided to be godfather to Connie's baby.,"certain , obvious , or easy to notice"
honor,"No further questions, Your Honor.",US spelling of honour
handle,Think you can handle it?,"a part of an object designed for holding , moving , or carrying the object easily"
terrible,That's a terrible thing to say.,very unpleasant or serious or of low quality
month,Andy spent a month in the infirmary.,"a period of about four weeks , especially one of the twelve periods into which a year is divided"
information,Thank you for the information.,"facts about a situation , person , event , etc"
ring,"With this ring, I thee wed.","a circle of any material , or any group of things or people in a circular shape or arrangement"
ball,Lucille Ball and Desi Arnaz will be back next week at this same time.,"any object in the shape of a sphere , especially one used as a toy by children or in various sports such as tennis and football"
security,These men promptly escaped... from a maximum-security stockade... to the Los Angeles underground.,"protection of a person , building , organization , or country against threats such as crime or attacks by foreign countries"
fair,You're not being fair.,"treating someone in a way that is right or reasonable , or treating a group of people equally and not allowing personal opinions to influence your judgment"
age,They're the modern stone age family,the period of time someone has been alive or something has existed
present,No time like the present.,"something that you are given, without asking for it, on a special occasion , especially to show friendship , or to say thank you"
horse,"But I sure do love that winning horse of mine, though.",a large animal with four legs that people ride on or use for carrying things or pulling vehicles
boat,"Row, row, row your boat",a small vehicle for travelling on water
building,Frasier has left the building.,"a structure with walls and a roof , such as a house or factory"
meant,I never meant to hurt you.,past simple and past participle of mean
wedding,No Sicilian can refuse any request on his daughter's wedding day.,a marriage ceremony and any celebrations such as a meal or a party that follow it
short,We've got a long way to go and a short time to get there,"small in length , distance , or height"
missing,You don't know what you're missing.,Someone who is missing has disappeared
lying,You're lying to me.,present participle of lie
forgot,"Oh, I forgot to tell you.","to be unable to remember a fact , something that happened , or how to do something"
afternoon,"Good afternoon, ladies and gentlemen.",the period that starts at about twelve o'clock or after the meal in the middle of the day and ends at about six o'clock or when the sun goes down
happening,I can't believe this is happening.,something that has happened
watching,The Other World's not watching for nothing!,present participle of watch
york,What are you doing in New York?,a city in northern England
movie,Johnny Fontane never gets that movie.,a film shown in a cinema or on television and often telling a story
american,How does it feel to be an All-American?,of or relating to the United States of America
thinks,"Very possible, Captain, he thinks the same of you.",to believe something or have an opinion or idea
swear,"Do you swear to tell the truth, the whole truth, and nothing but the truth, so help you God?",to use words that are rude or offensive as a way of emphasizing what you mean or as a way of insulting someone or something
count,You can count on me.,"to say numbers one after the other in order , or to calculate the number of people or things in a group"
attention,"May I have your attention, please?","notice , thought , or interest"
floor,Get down on the floor!,the flat surface of a room on which you walk
paper,"He doesn't exist, except on paper.","thin , flat material made from crushed wood or cloth , used for writing, printing , or drawing on"
peace,May he rest in peace.,"freedom from war and violence , especially when people live and work together happily without disagreements"
lunch,I'll see you at lunch.,a meal that is eaten in the middle of the day
tom,"Well, Tom, you're consigliere.",a tomcat
charge,Are you in charge here?,"to ask an amount of money for something, especially a service or activity"
broke,They broke the door down before I could take requests.,past simple of break
system,"In the criminal justice system the people are represented by two separate yet equally important groups, the police who investigate crime and the district attorneys who prosecute the offenders.",a set of connected things or devices that operate together
miles,"A self-contained world, five miles long, located in neutral territory.",used to say something is much greater or better than something else
song,Song as old as rhyme,a usually short piece of music with words that are sung
join,Why don't you join us?,to connect or fasten things together
blow,Looked like a stiff breeze would blow him over.,"to move and make currents of air , or to be moved or make something move on a current of air"
voice,It's good to hear your voice.,the sounds that are made when people speak or sing
message,"At the tone, leave your name and message.",a short piece of information that you give to a person when you cannot speak to them directly
needed,Now he needed a new project.,necessary or wanted
birthday,Happy birthday to you Happy birthday to you,the day that is exactly a year or number of years after a person was born
sing,When you know the notes to sing,"to make musical sounds with the voice , usually a tune with words"
table,Put it on the table.,"a flat surface , usually supported by four legs , at which people sit to eat or work , or on which ojects are placed"
round,Word 'round the campfire is it was on account of Marsellus Wallace's wife.,in a circular direction or position ; around
force,"As always, should you or any of your IM Force be caught or killed, the Secretary will disavow any knowledge of your actions.","physical , especially violent , strength or power"
dangerous,It can be a dangerous place.,"A dangerous person , animal , thing, or activity could harm you"
paid,That's not what I'm being paid for.,past simple and past participle of pay
ran,You just ran through a big pile of dog shit!,past simple of run
simple,It's as simple as that.,easy to understand or do; not difficult
harry,"Harry, what are you doing?","to repeatedly demand something from someone, often causing them to feel worried or angry"
stick,I'm comin' forward with the side stick.,a thin piece of wood or other material
cover,"Hey, Chef, put the cover on that.","to put or spread something over something, or to lie on the surface of something"
during,It was during the war.,from the beginning to the end of a particular period
buddy,I don't think Buddy Holly's much of a waiter.,a friend
anywhere,You're not going anywhere.,"in, to, or at any place"
bag,Two suits for dry-clean and a bag of whatnot.,"a soft container made out of paper or thin plastic , and open at the top , used to hold foods and other goods"
forever,They can't ignore me forever.,for all time
lead,"Lead us not into temptation, but deliver us from evil.","to control a group of people , a country , or a situation"
gold,"Red Leader, this is Gold Leader.","a chemical element that is a valuable , shiny , yellow metal used to make coins and jewellery"
imagine,I imagine it appealed to his meticulous nature.,to form or have a mental picture or idea of something
spend,Don't spend it all in one place.,to give money as a payment for something
across,I hope I can make it across the border.,"from one side to the other of something with clear limits , such as an area of land , a road , or a river"
instead,He wrote two letters a week instead of one.,in place of someone or something else
middle,In the middle of the night?,"the central point , position , or part"
talked,You talked me into it.,past simple and past participle of talk
bank,"We're not a bank, Jerry.","an organization where people and businesses can invest or borrow money , change it to foreign money , etc., or a building where these services are offered"
completely,And now for something completely different.,in every way or as much as possible
marriage,Who said anything about marriage?,"a legally accepted relationship between two people in which they live together, or the official ceremony that results in this"
evidence,"Ladies and gentlemen, you've heard all the evidence.","facts , information , documents , etc. that give reason to believe that something is true"
sitting,Why are you sitting here?,a period when a meal is served in a place like a hotel
bought,Somebody already bought me dinner.,past simple and past participle of buy
interesting,"Marty, that was very interesting music.","Someone or something that is interesting keeps your attention because he, she, or it is unusual , exciting , or has a lot of ideas"
box,"You know, the box and the chain thing.",a square or rectangular container with stiff sides and sometimes a lid
fly,Let me fly far away from here,"When a bird , insect , or aircraft flies, it moves through the air"
david,Starring David Janssen as Dr. Richard Kimble.,a star with six points that represents Judaism
accident,It was just an accident.,something bad that happens that is not expected or intended and that often damages something or injures someone
test,Is that part of the test?,"a way of discovering , by questions or practical activities , what someone knows , or what someone or something can do or is like"
interested,Why are you so interested?,wanting to give your attention to something and discover more about it
surprise,I've got a surprise for you.,an unexpected event
fear,You have nothing to fear.,"an unpleasant emotion or thought that you have when you are frightened or worried by something dangerous , painful , or bad that is happening or might happen"
besides,"Besides, it ain't the giggle it used to be.",in addition to; also
certain,I'm known to locate certain things from time to time.,"having no doubt or knowing exactly that something is true , or known to be true , correct , exact , or effective"
relax,Close your eyes Close your eyes and relax,to ( cause someone to) become less active and more calm and happy
smart,Don't get smart with me.,"having a clean , tidy , and stylish appearance"
fish,Most new fish come close to madness the first night.,"an animal that lives in water , is covered with scales , and breathes by taking water in through its mouth , or the flesh of these animals eaten as food"
club,The country club will have his old timecards.,"an organization of people with a common purpose or interest , who meet regularly and take part in shared activities"
mike,This is my brother Mike.,informal for microphone
key,Do you have the key?,"a piece of metal that has been cut into a special shape and is used for opening or closing a lock , starting a car engine , etc"
enjoy,"Until next time, try to enjoy the daylight.",to get pleasure from something
rich,We're gonna be rich.,having a lot of money or valuable possessions
won,When I despair I remember that all through history the way of truth and love has always won.,past simple and past participle of win
hide,Where did you hide it?,"to put something or someone in a place where that thing or person cannot be seen or found , or to put yourself somewhere where you cannot be seen or found"
sun,"In the sun, sun, sun",the star that provides light and heat for the earth and around which the earth moves
mama,Mama always had a way of explaining things so I could understand them.,a mother
personal,Can I ask you a personal question?,relating or belonging to a single or particular person rather than to a group or an organization
situation,The situation is under control.,the set of things that are happening and the conditions that exist at a particular time and place
crime,Freed him to search for a one-armed man he saw leave the scene of the crime.,illegal activities
protect,The names have been changed to protect the innocent.,"to keep someone or something safe from injury , damage , or loss"
entire,With my entire body tonight!,"whole or complete , with nothing missing"
bastard,Poor bastard lay there till this morning.,an unpleasant person
quickly,Now answer as quickly as you can.,at a fast speed
tv,"Babylon 5 is produced by Babylonian Productions, Inc and distributed by Warner Bros. Domestic TV Distribution.",abbreviation for television
trip,Did you have a good trip?,"a journey in which you go somewhere , usually for a short time , and come back again"
stopped,He's got to be stopped.,past simple and past participle of stop
service,Glad to be of service.,"a government system or private organization that is responsible for a particular type of activity , or for providing a particular thing that people need"
tea,Would you like some tea?,"(a drink made by pouring hot water onto) dried and cut leaves and sometimes flowers , especially the leaves of the tea plant"
fix,I'll fix it for you.,to repair something
sergeant,Also starring... as Sergeant Carter.,a soldier of middle rank
pleasure,It's a pleasure to meet you.,"enjoyment , happiness , or satisfaction , or something that gives this"
goddamn,That and a big goddamn poster.,used to add emphasis to what is being said
mary,"Hail Mary, full of grace.","a Catholic prayer to Mary, the mother of Jesus Christ"
fell,I fell in love with you.,past simple of fall
idiot,Do you think I'm an idiot?,a stupid person or someone who is behaving in a stupid way
hundred,More than a hundred men volunteered for the job.,the number 100
mark,"On your mark, get set, go!","a small area on the surface of something that is damaged , dirty , or different in some way"
third,It was the dawn of the Third Age of mankind.,3rd written as a word
area,Mr. Stevens visited nearly a dozen banks in the Portland area that morning.,"a particular part of a place , piece of land , or country"
problems,He could make your future union problems disappear.,"a situation , person , or thing that needs attention and needs to be dealt with or solved"
history,They're a page right out of history,"(the study of or a record of) past events considered together, especially events of a particular period , country , or subject"
killing,My feet are killing me.,an occasion when a person is murdered
fighting,Roger Ramjet and his Eagles Fighting for our freedom,"the act of people fighting, especially in a war"
wearing,Is that what you're wearing?,making you feel tired or annoyed
sake,"Look at his neck, for God's sake.",in order to help or bring advantage to someone
space,"A shining beacon in space, all alone in the night.",an empty area that is available to be used
hungry,I thought you might be hungry.,wanting or needing food
sea,"Harm transferred to the Navy's Judge Advocate General Corps, which investigates, defends and prosecutes the law of the sea.","the salty water that covers a large part of the surface of the earth , or a large area of salty water , smaller than an ocean , that is partly or completely surrounded by land"
ice,"I scream, you scream, we all scream for ice cream.","water that has frozen and become solid , or pieces of this"
rock,"rock, rock, rock, rock, rock 'n' roll high school","the dry solid part of the earth's surface , or any large piece of this that sticks up out of the ground or the sea"
tough,Let's see how tough you are.,strong ; not easily broken or made weaker
star,The Death Star has cleared the planet.,a very large ball of burning gas in space that is usually seen from the earth as a point of light in the sky at night
soul,May God have mercy on his soul.,"the spiritual part of a person that some people believe continues to exist in some form after their body has died , or the part of a person that is not physical and experiences deep feelings and emotions"
plane,We're going to take the plane.,"a vehicle designed for air travel , with wings and one or more engines"
agent,This is Special Agent Johnson.,a person who acts for or represents another
deep,"Deep Core, do you read?","going or being a long way down from the top or surface , or being of a particular distance from the top to the bottom"
weird,You're acting kind of weird.,"very strange and unusual , unexpected , or not natural"
window,What light through yonder window breaks?,"a space usually filled with glass in the wall of a building or in a vehicle , to allow light and air in and to allow people inside the building to see out"
standing,Why are you standing there?,"reputation , rank , or position in an area of activity , system , or organization"
respect,But you don't ask with respect.,admiration felt or shown for someone or something that you believe has good ideas or qualities
saved,You've saved my life.,past simple and past participle of save
forward,I'll look forward to it.,towards the direction that is in front of you
ground,Get down on the ground!,the surface of the earth
agree,I couldn't agree with you more.,to have the same opinion
missed,I've missed you so much.,past simple and past participle of miss
offer,I'll make him an offer he can't refuse.,to ask someone if they would like to have something or if they would like you to do something
using,Best watched using Open Subtitles MKV Player,present participle of use
professor,"Chewie, take the professor in the back and plug him into the hyperdrive.","a teacher of the highest rank in a department of a British university , or a teacher of high rank in an American university or college"
dress,Where did you get that dress?,"a piece of clothing that covers the top half of the body and hangs down over the legs , usually worn by women and girls"
san,This is Mike from San Diego.,"one of the first groups of people to live in southern Africa , especially in the Kalahari desert , who used to live as hunter-gatherers but are now mainly farmers"
proud,You must be very proud.,feeling pleasure and satisfaction because you or people connected with you have done or got something good
broken,"A broken bourbon bottle, likewise with fingerprints.",past participle of break
position,Now I find you in exactly the position that suits me.,"the place where something or someone is, often in relation to other things"
carry,They're licensed to carry firearms.,"to hold something or someone with your hands , arms , or on your back and transport it, him, or her from one place to another"
film,He's starring in that new film.,"a series of moving pictures , usually shown in a cinema or on television and often telling a story"
single,Able to leap tall buildings at a single bound.,one only
neither,That's neither here nor there.,not either of two things or people
whether,Whether or not you can maintain loyalty.,"(used especially in reporting questions and expressing doubts ) if, or not"
teach,The only boy who could ever teach me,to give someone knowledge or to train someone; to instruct
ought,You ought to be ashamed of yourself.,used to say that it is necessary or desirable to perform the action expressed in the verb
government,"Today, still wanted by the government... they survive as soldiers of fortune.",the group of people who officially control a country
dude,That no-neck dude they call Bad T?,a man
cop,He used to be a cop.,a police officer
record,What about his prison record?,to store sounds or moving pictures using electronic equipment so that they can be heard or seen later
cops,Did you call the cops?,a police officer
quit,Quit fuckin' around and give her the shot.,to stop doing something or leave a job or a place
smell,I love the smell of napalm in the morning.,to have a particular quality that others can notice with their noses
private,Can we talk in private?,only for one person or group and not for everyone
difficult,"It must be, that when I run into these terribly difficult walls,",needing skill or effort
dare,How dare you say that?,"to be brave enough to do something difficult or dangerous , or to be rude or silly enough to do something that you have no right to do"
prove,What are you trying to prove?,to show a particular result after a period of time
calls,That's what he calls himself now.,"to give someone or something a name , or to know or address someone by a particular name"
prison,There must be a con like me in every prison in America.,a building where criminals are forced to live as a punishment
brain,"All right, but you should know that sudden, serious brain injury causes the victim to bite down hard.","the organ inside the head that controls thought , memory , feelings , and activity"
impossible,They put the army in an impossible situation where they couldn't win.,"If an action or event is impossible, it cannot happen or be achieved"
apartment,To a deluxe apartment in the sky,"a set of rooms for living in, especially on one floor of a building"
bar,I'll be in the bar.,"a place , either a separate building or business or part of another building such as a hotel , where drinks , especially alcoholic drinks , are sold and drunk"
paul,"This is Paul Cunningham, Capricorn Control.",the capital city of the US state of Minnesota
green,He maketh me to lie down in green pastures.,of a colour between blue and yellow ; of the colour of grass
definitely,"He's definitely on Sollozzo's payroll, and for big money.",without any doubt
mess,"It's a goddamn mess, I'll tell you that.",Mess or a mess is something or someone that looks dirty or untidy
accept,Will you accept the charges?,to agree to take something
card,Probably couldn't get a library card if he tried.,"a small , rectangular piece of card or plastic , often with your signature , photograph , or other information proving who you are, that allows you to do something, such as make a payment , get money from a bank , or enter a particular place"
field,The field is strong enough to deflect any bombardment.,"an area of land , used for growing crops or keeping animals , usually surrounded by a fence"
evil,"Lead us not into temptation, but deliver us from evil.","morally bad , cruel , or very unpleasant"
seat,Why don't you have a seat?,"a piece of furniture or part of a train , plane , etc. that has been designed for someone to sit on"
wall,The same reason he hung his fantasy girlies on the wall.,"a vertical structure , often made of stone or brick , that divides or surrounds something"
visit,"If I hear so much as a mouse fart in here tonight I swear by God and Jesus, you will all visit the infirmary.","to go to a place in order to look at it, or to a person in order to spend time with them"
list,Who else is on the list?,"a record of short pieces of information , such as people's names , usually written or printed with a single thing on each line and often ordered in a way that makes a particular thing easy to find"
thousand,"Wait for it in a thousand years, wait for it","the number 1,000"
normal,Quite normal for this time of year.,ordinary or usual ; the same as would be expected
amazing,It's amazing what you can accomplish by mail.,extremely surprising
drunk,"You're drunk, aren't you?",past participle of drink
angry,Are you angry with me?,"having a strong feeling against someone who has behaved badly , making you want to shout at them or hurt them"
difference,What difference does it make?,the way in which two or more things which you are comparing are not the same
seconds,This tape will self-destruct in five seconds.,an extra amount of food that is given after the first amount has been eaten
scene,Freed him to search for a one-armed man he saw leave the scene of the crime.,"a part of a play or film in which the action stays in one place for a continuous period of time , or in which the same characters are involved . An act may consist of several scenes"
realize,Do you realize what you've done?,"to understand a situation , sometimes suddenly"
peter,Peter Piper picked a peck of pickled peppers.,a rude word for a penis
english,"English Subtitles by GELULA CO., INC.","a language that is spoken in the UK, the US, and in many other countries"
share,Can two divorced men share an apartment without driving each other crazy?,to have or use something at the same time as someone else
judge,I'll be the judge of that.,"a person who is in charge of a trial in a court and decides how a person who is guilty of a crime should be punished , or who makes decisions on legal matters"
honest,I'll be honest with you.,"telling the truth or able to be trusted and not likely to steal , cheat , or lie"
doubt,There's no doubt about it.,"(a feeling of) not being certain about something, especially about how good or true it is"
within,"The courage and power to break through rises up from within,",inside or not further than an area or period of time
jail,You're going to jail.,"a place where criminals are kept to punish them for their crimes , or where people accused of crimes are kept while waiting for their trials"
double,Make sure your man double-bags.,"twice the size , amount , price , etc., or consisting of two similar things together"
orders,I don't take orders from you.,"a request to make, supply , or deliver food or goods"
cry,"Which one is it that makes me want to cry more, I wonder.","to produce tears as the result of a strong emotion , such as unhappiness or pain"
park,"Sometimes after work, I go to the park and feed the birds.","a large area of land with grass and trees , usually surrounded by fences or walls , and specially arranged so that people can walk in it for pleasure or children can play in it"
public,Is that why you slapped my brother around in public?,"relating to or involving people in general , rather than being limited to a particular group of people"
nine,"One, two, three, four, five, six, seven, eight, nine, ten.",the number 9
totally,"Totally fuckin' cool, in control.",completely
appreciate,I think you can appreciate that.,to recognize how good someone or something is and to value them or it
upset,Why are you so upset?,"to make someone worried , unhappy , or angry"
speaking,This is the captain speaking.,the act or skill of giving a speech at a public event
group,Subtitles by SDI Media Group,a number of people or things that are put together or considered as a unit
dollars,I need a million dollars in cash.,"the standard unit of money used in the US, Canada, Australia , New Zealand, and other countries"
store,I don't think the store manager likes me very much.,a place where you can buy goods
madam,"Thank you very much, madam.",a formal and polite way of speaking to a woman
contact,We've lost contact with the colony on LV-426.,"communication with someone, especially by speaking or writing to them regularly"
la,C'est la vie say the old folks It goes to show you never can tell,the sixth note in the sol-fa musical scale
bob,This is Bob Woodward of the Washington Post.,"to move up and down quickly and gently , especially on the surface of water"
foot,I give my mother a foot massage.,the part of the body at the bottom of the leg on which a person or animal stands
jim,"Jim, what are you doing here?",the laws and policies once used in the US to treat Black people unfairly and to keep them apart from white people
ben,I thought he might have meant old Ben.,used in the names of mountains in Scotland
machine,And we'll fly through the day on our cloud machine as well!,a piece of equipment with several moving parts that uses power to do a particular type of work
south,"And from South America -- Ma-Ti, with the power of heart.","the direction that goes towards the part of the earth below the equator , opposite to the north , or the part of an area or country that is in this direction"
favor,Would you do me a favor?,US spelling of favour
often,Do you come here often?,many times
involved,I don't want to get involved.,not simple and therefore difficult to understand
joke,Is this some kind of joke?,"something, such as a funny story or trick , that is said or done in order to make people laugh"
lived,How long have you lived here?,past simple and past participle of live
christ,The power of Christ compels you!,→ Jesus Christ
spent,Andy spent a month in the infirmary.,past simple and past participle of spend
cute,"Oh, you're so cute.",( especially of something or someone small or young ) pleasant and attractive
dying,Get busy living or get busy dying.,very ill and likely to die soon
yo,Shikou kairo wa short sunzen ima sugu aitai yo,used as an informal greeting between people who know each other or as an expression of approval
doc,"What do you think, Doc?",a doctor
upon,The year the Great War came upon us all.,on
cross,Cross my heart and hope to die.,to go across from one side of something to the other
especially,Especially if you don't have anything to drink.,very much; more than usual or more than other people or things
detective,"Do you hear me, Detective?",someone whose job is to discover information about crimes and find out who is responsible for them
likes,The man likes to play chess.,the things that you enjoy
slow,Prison time is slow time.,"moving , happening , or doing something without much speed"
promised,"You promised to stay out there, twice.",past simple and past participle of promise
fat,"What is your malfunction, you fat barrel of monkey spunk?",having a lot of flesh on the body
one's,No one's going to hurt you.,the 19th letter of the English alphabet
bloody,What the bloody hell do you think you're doing?,used to express anger or to emphasize what you are saying in a slightly rude way
killer,Fear is the mind killer.,someone who kills another person
jump,Let's not jump to conclusions.,to push yourself suddenly off the ground and into the air using your legs
beginning,This is just the beginning.,the first part of something or the start of something
cash,I need a million dollars in cash.,money in the form of notes and coins
liked,He really liked the kid.,past simple and past participle of like
walking,I want you two walking perimeter.,"the activity of going for a walk , especially for pleasure"
tony,"Tony, what happened to you?",stylish and expensive
whose,Whose side are you on?,used especially in questions when asking about which person owns or is responsible for something
duty,All in the line of duty.,"something that you have to do because it is part of your job , or something that you feel is the right thing to do"
arrest,You're all under arrest.,"If the police arrest someone, they take them away to ask them about a crime that they might have committed"
america,There must be a con like me in every prison in America.,the United States of America
loves,One that kills and one that loves.,"to like another adult very much and be romantically and sexually attracted to them, or to have strong feelings of liking a friend or person in your family"
bear,I'll bear that in mind.,"to accept , tolerate , or endure something, especially something unpleasant"
island,"This life is one big treasure island,",a piece of land completely surrounded by water
push,Push the button if you want to talk.,"to use physical pressure or force , especially with your hands , in order to move something into a different position , usually one that is further away from you"
sad,Why are you so sad?,unhappy or sorry
radio,I heard it on the radio.,a piece of electronic equipment used for listening to radio broadcasts
bother,Don't let it bother you.,to make the effort to do something
driving,What are you driving at?,"the ability to drive a car , the activity of driving, or the way someone drives"
church,My wife made that in church group.,a building for Christian religious activities
owe,How much do I owe you?,"to need to pay or give something to someone because they have lent money to you, or in exchange for something they have done for you"
moved,"Each time I looked around, the walls moved in a little tighter.","having strong feelings of sadness or sympathy , because of something someone has said or done"
truck,We're going to a place called Monster Joe's Truck and Tow.,a large road vehicle that is used for transporting large amounts of goods
college,Did you go to college?,"a university , especially one where you study for an undergraduate (= first) degree"
north,It's got a long rock wall with a big oak tree at the north end.,"the direction that goes towards the part of the earth above the equator , opposite to the south , or the part of an area or country that is in this direction"
lawyer,I want to call my lawyer.,someone whose job is to give advice to people about the law and speak for them in court
reach,I've been trying to reach you.,"to arrive at a place , especially after spending a long time or a lot of effort travelling"
congratulations,"Look, I just wanted to say congratulations.",something that you say when you want to congratulate someone
starting,We're starting our approach.,happening or used at the beginning of a process
commander,"Commander Skywalker, do you copy?","an officer who is in charge of a military operation , or an officer of a particular rank in many countries ' naval forces"
tree,Watch out for that tree,a tall plant that has a wooden trunk and branches that grow from its upper part
aunt,And I'm positive that if Uncle Conrad and Aunt...,"the sister of someone's father or mother , or the wife of someone's uncle or aunt"
board,You know how hard it is to find a board you like.,"a thin , flat piece of cut wood or other hard material , often used for a particular purpose"
enemy,Enemy activity in his old sector dropped off to nothing.,a person who hates or opposes another person and tries to harm them or stop them from doing something
village,What's the name of that goddamn village?,"a group of houses and other buildings that is smaller than a town , usually in the countryside"
river,Gather with the saints at the river,"a natural wide flow of fresh water across the land into the sea , a lake , or another river"
beer,I figure we owe him that much for the beer.,an alcoholic drink made from grain and hops (= a type of plant )
de,"Fleur-de-Lis party, right?","used to add the meaning "" opposite "", "" remove "", or "" reduce "" to a noun or verb"
french,Welcome to The French Chef.,"the language that people speak in France, parts of Belgium, Switzerland, and Canada, and other countries"
arms,Put your arms around me.,weapons and equipment used to kill and injure people
wine,Would you like some wine?,"an alcoholic drink that is usually made from grapes , but can also be made from other fruits or flowers . It is made by fermenting the fruit with water and sugar"
art,"Our Father, who art in heaven, hallowed be thy name.","the making of objects , images , music , etc. that are beautiful or that express feelings"
dirty,I love it when you talk dirty.,"marked with dirt , mud , etc., or containing something such as pollution or bacteria"
holy,"In the name of the Father, the Son and the Holy Ghost.",related to a religion or a god
eating,What have you been eating?,"to put or take food into the mouth , chew it (= crush it with the teeth ) , and swallow it"
dreams,I hope the Pacific is as blue as it has been in my dreams.,a series of events or images that happen in your mind when you are sleeping
bus,If I can make it to the bus stop by midnight,a large vehicle in which people are driven from one place to another
escape,They can't escape their awful fate from Proton's mighty fury.,"to get free from something such as a prison or cage , or from someone who will not allow you to leave"
immediately,All personnel must evacuate immediately.,now or without waiting or thinking
wind,"On an endless prairie, as the wind whistles by, I'm all alone.","a current of air moving approximately horizontally, especially one strong enough to be felt"
wrote,"Tonight on Murder, She Wrote.",past simple of write
stuck,You're stuck with me.,past simple and past participle of stick
feels,He feels comfortable with his people.,to experience something physical or emotional
picked,Peter Piper picked a peck of pickled peppers.,past simple and past participle of pick
ho,"Heigh-ho, heigh-ho It's home from work we go","an insulting word for a woman, especially one who is considered to have a lot of sexual partners"
sleeping,I have trouble sleeping at night.,in or relating to the state of sleep
