word,sentence,word_mean
counting,I'm counting on you.,present participle of count
reward,Reward?,"something given in exchange for good behaviour or good work , etc.:"
marks,X marks the spot.,"a small area on the surface of something that is damaged , dirty , or different in some way:"
eaten,Have you eaten?,past participle of eat
today's,Today's the day.,
robbery,Robbery!,the crime of stealing from somewhere or someone:
los,Los Angeles.,a brand name for a type of plastic or rubber mattress that you fill with air and use to lie on or to float on water
rare,Very rare.,not common or frequent ; very unusual :
warrant,You got a warrant?,to make a particular activity necessary :
saint,You're a saint.,"(the title given to) a person who has received an official honour from the Christian , especially the Roman Catholic , Church for having lived in a good and holy way. The names of saints are sometimes used to name places and buildings :"
id,No ID.,"in psychoanalysis , the deepest part of the unconscious mind that represents the most basic natural human needs and emotions such as hunger , anger , and the wish for pleasure"
holiday,Holiday?,"a time when someone does not go to work or school but is free to do what they want , such as travel or relax :"
result,What's the result?,something that happens or exists because of something else :
someplace,Someplace.,somewhere :
separate,"In the criminal justice system the people are represented by two separate yet equally important groups, the police who investigate crime and the district attorneys who prosecute the offenders.",existing or happening independently or in a different physical space :
wave,Wave.,"to raise your hand and move it from side to side as a way of greeting someone, telling someone to do something, or adding emphasis to an expression :"
route,En route.,a particular way or direction between places :
boom,Boom!,a deep and loud hollow sound
parking,No parking.,leaving a vehicle in a particular place for a period of time :
climb,Climb!,"to go up, or to go towards the top of something:"
pen,Do you have a pen?,"a long , thin object used for writing or drawing with ink :"
fruit,Fruit.,the soft part containing seeds that is produced by a plant . Many types of fruit are sweet and can be eaten :
girl's,What's the girl's name?,a weak and cowardly (= not brave ) man:
library,Library.,"a building , room , or organization that has a collection of books , documents , music , and sometimes things such as tools or artwork , for people to borrow , usually without payment :"
alien,Alien.,relating to creatures from another planet :
doll,You're a doll.,a child's toy in the shape of a small person or baby
remembered,I just remembered.,past simple and past participle of remember
hire,"If you have a problem, if no one else can help... and if you can find them... maybe you can hire the A-Team.",to pay to use something for a short period :
estate,Real estate.,a large area of land in the country that is owned by a family or an organization and is often used for growing crops or raising animals :
demon,Demon!,an evil spirit
rude,How rude!,not polite ; offensive or embarrassing :
bravo,Bravo!,"used to express your pleasure when someone, especially a performer , has done something well"
scream,Don't scream.,"to cry or say something loudly and usually on a high note , especially because of strong emotions such as fear , excitement , or anger :"
progress,Any progress?,"movement to an improved or more developed state , or to a forward position :"
prize,What's the prize?,"something valuable , such as an amount of money , that is given to someone who succeeds in a competition or game or that is given to someone as a reward for doing very good work :"
knocked,I knocked.,past simple and past participle of knock
bust,Don't bust my balls.,"a woman's breasts , or the measurement around a woman's breasts and back:"
convince,Convince me.,to persuade someone or make someone certain :
wounded,He's wounded.,offended or upset by what someone has said or done:
ambulance,Call an ambulance!,a special vehicle used to take sick or injured people to hospital :
joint,Folks around this joint love surprise inspections.,belonging to or shared between two or more people :
japan,Japan.,a country in East Asia formed of a group of islands
chose,I chose you.,past simple of choose
lookin,What are you lookin' at?,
guarantee,I guarantee it.,"a promise that something will be done or will happen , especially a written promise by a company to repair or change a product that develops a fault within a particular period of time :"
assure,I assure you.,"to tell someone confidently that something is true , especially so that they do not worry :"
federal,I'm a federal agent.,"relating to the central government , and not to the government of a region , of some countries such as the US:"
witnesses,Any witnesses?,"a person who sees an event happening , especially a crime or an accident :"
piano,Piano,a large musical instrument with a row of black and white keys that are pressed to play notes :
vegas,Vegas.,"the largest city in the southwestern US state of Nevada, which is famous for its entertainment and casinos (= places where one can bet money in games and on machines ) :"
closing,We're closing.,"coming near the end of a speech , event , activity , etc.:"
remains,That remains to be seen.,"pieces or parts of something that continue to exist when most of it has been used, destroyed , or taken away:"
grandmother,Grandmother!,the mother of a person's father or mother :
chosen,He has chosen exile.,past participle of choose
houses,Others build matchstick houses.,"a building that people , usually one family , live in:"
ross,Ross.,abbreviation for return on sales
tiger,Tiger!,a large wild animal of the cat family with yellowish-orange fur with black lines that lives in parts of Asia
garbage,Garbage.,waste material or unwanted things that you throw away
texas,Texas.,"a state in the southern US on the coast of the Gulf of Mexico, whose capital city is Austin:"
johnson,Johnson.,
spy,A spy?,a person who secretly collects and reports information about the activities of another country or organization
glory,Glory!,"praise and thanks , especially as given to God :"
reputation,Your reputation precedes you.,"the opinion that people in general have about someone or something, or how much respect or admiration someone or something receives , based on past behaviour or character :"
brother's,Your brother's dead.,used as a way of saying that you are not responsible for what someone else does or for what happens to them
pissed,I'm pissed.,drunk :
photos,Photos.,a photograph :
device,What kind of device could bring down the wall?,an object or machine that has been invented for a particular purpose :
hundreds,Hundreds.,"numbers between 100 and 1,000:"
anne,Anne.,"a wild plant with delicate , white flowers"
settled,Then it's settled.,"If you feel settled in a job , school , etc., you have become familiar with it and are comfortable and happy there:"
c'mon,C'mon.,short form of come on:
chain,"Chain, chain, chain","a series of things of the same type connected in a line , or a series of people standing in a line :"
mac,Mac.,a waterproof coat (= one that does not allow rain to pass through) :
solve,How do you solve a problem like Maria?,to find an answer to a problem :
marie,Marie.,a device or a process for cooking foods that involves putting the food in a container into a pan of hot water :
brand,It's brand-new.,a type of product made by a particular company and sold under a particular name :
prisoners,Prisoners?,a person who is kept in prison as a punishment :
theater,The theater.,US spelling of theatre
committee,Appropriations Committee voted an annual payment of 500 just to shut him up.,a small group of people chosen to represent a larger organization and either make decisions or collect information for it:
terry,Terry.,"a type of thick cotton cloth with short threads on each side , used especially for making towels (= thick cloths used for drying )"
exact,Exact.,"in great detail , or complete , correct , or true in every way:"
salt,Salt.,"a common white substance found in sea water and in the ground , used especially to add flavour to food or to preserve it:"
panic,Don't panic.,a sudden strong feeling of fear that prevents reasonable thought and action :
sand,Sand.,"a substance that consists of very small grains of rock , found on beaches and in deserts :"
india,India.,a country in South Asia
robin,Robin!,"a small , brown European bird with a red front , or a similar but slightly larger brown bird of North America :"
chuckles,Chuckles,to laugh quietly :
kingdom,Thy kingdom come.,a country ruled by a king or queen :
damned,I'll be damned.,used to express anger with someone or something:
released,Released?,past simple and past participle of release
searching,Keep searching.,intended to find out the often hidden truth about something:
spending,We're spending too much time together here.,"the money that is used for a particular purpose , especially by a government or organization :"
rick,Rick!,a large pile of straw or hay (= dried grass ) that has been built in a regular shape
incident,What incident?,an event that is either unpleasant or unusual :
popular,Very popular.,"liked , enjoyed , or supported by many people :"
carol,Carol.,"a happy or religious song , usually one sung at Christmas :"
belt,Put your seat belt on.,a strip of leather or material worn around the waist to support clothes or for decoration :
curse,Curse you!,"to use a word or an expression that is not polite , usually when you are very angry :"
sentence,Sentence?,"a group of words, usually containing a verb , that expresses a thought in the form of a statement , question , instruction , or exclamation and starts with a capital letter when written:"
el,El Paso.,"an unusual ocean current that happens along the western coast of South America every two to ten years , killing large numbers of sea creatures and causing noticeable and often severe changes in weather conditions in many areas of the world :"
launch,Launch!,an event to celebrate or introduce something new:
cruel,That's cruel.,(of a person or action ) extremely unkind and unpleasant and causing pain to people or animals intentionally :
secure,Secure.,"positioned or fixed firmly and correctly and therefore not likely to move , fall , or break :"
jackie,Jackie!,
emily,Emily.,
leading,Leading.,very important or most important :
proceed,Proceed.,to continue as planned :
maid,The maid.,a woman who works as a servant in a hotel or in someone's home :
loser,Loser.,a person or team that does not win a game or competition :
basically,Basically.,used when referring to the main or most important characteristic or feature of something:
bull,Bull.,"a male cow , or the male of particular animals such as the elephant or the whale :"
vehicle,Stop the vehicle.,"a machine , usually with wheels and an engine , used for transporting people or goods , especially on land :"
windows,Windows!,a brand name for a software system produced by Microsoft with many commonly used software products :
ann,Ann.,
conference,Conference room.,"an event , sometimes lasting a few days , at which there is a group of talks on a particular subject , or a meeting in which especially business matters are discussed formally :"
competition,Competition.,a situation in which someone is trying to win something or be more successful than someone else :
bored,I'm bored.,"feeling unhappy because something is not interesting or because you have nothing to do, or showing that you feel like this:"
commit,Will you commit to this program?,to do something illegal or something that is considered wrong :
shift,Shift.,"to ( cause something or someone to) move or change from one position or direction to another, especially slightly :"
navy,Navy.,the part of a country's armed forces that is trained to operate at sea :
fed,I'm fed up.,past simple and past participle of feed
material,And I am a material girl,a physical substance that things can be made from:
puts,He puts his hand in your shirt and squeezes your tit till it's purple.,"to move something or someone into the stated place , position , or direction :"
gorgeous,Gorgeous.,very beautiful or pleasant :
mixed,I'm all mixed up.,showing a mixture of different feelings or opinions :
border,I hope I can make it across the border.,a line that has been agreed to divide one country from another:
songs,I wonder if we'll ever be put into songs or tales.,a usually short piece of music with words that are sung :
moments,I have my moments.,a very short period of time :
husband's,My husband's.,
successful,Successful?,achieving the results wanted or hoped for:
thrown,A friendship with Saruman is not lightly thrown aside.,past participle of throw
leads,Any leads?,"to control a group of people , a country , or a situation :"
buck,Buck!,a dollar :
world's,We have the capability to make the world's first bionic man.,
donna,Donna.,the most important female singer in an opera company :
confidence,Thanks for the vote of confidence.,"the quality of being certain of your abilities or of having trust in people , plans , or the future :"
reckon,What do you reckon?,to think or believe :
morgan,Morgan.,
wolf,Wolf!,a wild animal of the dog family :
dirt,Dirt.,"dust , soil , or any substance that makes a surface not clean :"
policy,It's policy.,"a set of ideas or a plan of what to do in particular situations that has been agreed to officially by a group of people , a business organization , a government , or a political party :"
term,Long term.,the fixed period of time that something lasts for:
district,"In the criminal justice system the people are represented by two separate yet equally important groups, the police who investigate crime and the district attorneys who prosecute the offenders.","an area of a country or town that has fixed borders that are used for official purposes , or that has a particular feature that makes it different from surrounding areas :"
cutting,I'm cutting in.,an article that has been cut from a newspaper or magazine :
christian,Christian!,of or belonging to the religion based on the teachings of Jesus Christ :
minds,Are you out of your minds?,"the part of a person that makes it possible for him or her to think , feel emotions , and understand things:"
stands,Stands With A Fist.,a stand :
miserable,Miserable.,very unhappy :
series,World Series.,"a number of similar or related events or things, one following another:"
plain,Plain and simple.,not decorated in any way; with nothing added :
highly,This is highly irregular.,"very, to a large degree , or at a high level :"
lousy,Lousy.,very bad :
performance,What a performance.,"how well a person , machine , etc. does a piece of work or an activity :"
kinds,All kinds.,"generous , helpful , and thinking about other people's feelings :"
hates,She hates me.,to dislike someone or something very much:
metal,Metal.,"a chemical element , such as iron or gold , or a mixture of such elements , such as steel , that is generally hard and strong , and through which electricity and heat can travel :"
wilson,Wilson!,a genetic disorder in which there is too much copper in the body which damages the liver and nervous system
fever,Fever?,a medical condition in which the body temperature is higher than usual :
failure,I'm a failure.,the fact of someone or something not succeeding :
customers,Customers.,a person who buys goods or a service :
role,Leo plays a crucial role for us.,"the position or purpose that someone or something has in a situation , organization , society , or relationship :"
zone,The white zone is for immediate loading and unloading of passengers only.,"an area , especially one that is different from the areas around it because it has different characteristics or is used for different purposes :"
foolish,Don't be foolish.,"unwise , stupid , or not showing good judgment :"
earn,How much do you earn?,to receive money as payment for work that you do:
swing,Swing!,"to move easily and without interruption backwards and forwards or from one side to the other, especially from a fixed point , or to cause something or someone to do this:"
entirely,Not entirely.,completely :
attempt,Do not attempt to adjust the picture.,"to try to do something, especially something difficult :"
shy,Don't be shy.,nervous and uncomfortable with other people :
anytime,Anytime.,at a time that is not or does not need to be decided or agreed :
shoe,My shoe!,"one of a pair of coverings for your feet , usually made of a strong material such as leather , with a thick leather or plastic sole (= base ) and usually a heel :"
joined,He joined the Special Forces.,past simple and past participle of join
deny,Don't deny it.,to say that something is not true :
explanation,I want an explanation.,the details or reasons that someone gives to make something clear or easy to understand :
trail,They've picked up our trail.,"a path through a countryside , mountain , or forest area , often made or used for a particular purpose :"
edward,Edward.,a rare and very serious genetic condition in which someone is born with three rather than two of chromosome number 18 in all or some of their body cells :
trash,Trash.,something that is of low quality :
wanting,I've been wanting to talk to you.,not having something; lacking :
slave,Slave!,a person who is legally owned by someone else and has to work for that person :
advance,Advance!,"to go or move something forward , or to develop or improve something:"
bullets,No bullets.,"a small , metal object that is shot from a gun :"
understanding,Thanks for understanding.,"knowledge about a subject , situation , etc. or about how something works :"
hong,Hong Kong.,"a region of China with its own government , formed of the island of Hong Kong and other islands"
marty,Marty!,
coincidence,What a coincidence.,"an occasion when two or more similar things happen at the same time , especially in a way that is unlikely and surprising :"
fully,That wound will never fully heal.,completely :
thin,Thin.,having a small distance between two opposite sides :
actor,I'm an actor.,"someone who pretends to be someone else while performing in a film , play , or television or radio programme :"
wing,Wing!,"the flat part of the body that a bird , insect , or bat uses for flying , or one of the flat , horizontal structures that stick out from the side of an aircraft and support it when it is flying :"
jungle,It's a jungle out there,a tropical forest in which trees and plants grow very closely together:
laws,There are laws.,"a rule , usually made by a government , that is used to order the way in which a society behaves :"
defeat,And you will defeat it.,"to win against someone in a fight , war , or competition :"
anger,Anger.,a strong feeling that makes you want to hurt someone or be unpleasant because of something unfair or unkind that has happened :
bud,Bud.,"a small part of a plant , that develops into a flower or leaf"
chick,Chick!,"a baby bird , especially a young chicken"
maggie,Maggie!,
taylor,Taylor.,"an official report by the British government into the causes of an accident at the Hillsborough football ground in Sheffield, England in 1989 at which 95 supporters of Liverpool Football Club died"
what're,What're you doing?,
former,Sauron has regained much of his former strength.,of or in an earlier time ; before the present time or in the past:
africa,Africa.,"the continent that is to the south of the Mediterranean Sea, to the east of the Atlantic Ocean, and to the west of the Indian Ocean"
setting,The sun is setting.,the position of a house or other building :
woman's,Woman's intuition.,a way of describing a man or a woman who is popular with the opposite sex because they are intelligent as well as being physically attractive :
modern,They're the modern stone age family,designed and made using the most recent ideas and methods :
transfer,Transfer?,"to move someone or something from one place , vehicle , person , or group to another:"
jumped,He jumped.,past simple and past participle of jump
tricks,No tricks.,"an action that is intended to deceive , either as a way of cheating someone, or as a joke or form of entertainment :"
pushed,You pushed me.,to not have enough time or money :
germany,Germany.,a country in central Europe
circle,Circle.,"a continuous curved line , the points of which are always the same distance away from a fixed central point , or the area inside such a line :"
pink,Pink.,of a pale red colour :
who'd,Who'd have thought?,short form of who had:
behave,Behave yourself.,to act in a particular way:
services,"Closed-Captioned By J.R. Media Services, Inc.","a place at the side of a large road at which fuel , food , drink , and other things that people want on their journey are sold :"
bury,Bury him.,to put a dead body into the ground :
trained,I trained him.,"having been prepared for a particular job or activity , by learning skills , getting qualifications , etc.:"
units,All units.,a single thing or a separate part of something larger :
disappointed,Disappointed?,"unhappy because someone or something was not as good as you hoped or expected , or because something did not happen :"
insist,I insist.,"to say firmly or demand forcefully , especially when others disagree with or oppose what you say:"
rings,phone rings,two round handles at the ends of two long ropes that hang from the ceiling and are used in gymnastics :
diamond,Diamond.,"a transparent , extremely hard precious stone that is used in jewellery , and in industry for cutting hard things:"
surrender,I surrender.,to stop fighting and admit defeat :
mummy,Mummy!,child's word for mother :
sports,Sports.,relating to sport :
delivery,Special delivery.,"the act of taking goods , letters , parcels , etc. to people's houses or places of work :"
degrees,"It's about 82 degrees in downtown Saigon right now, also very humid.",(an) amount or level of something:
hitting,Why are you hitting me?,present participle of hit
nightmare,This is a nightmare.,a very upsetting or frightening dream :
hunter,Hunter.,a person or an animal that hunts animals for food or for sport :
toward,Move it right in toward me.,"in the direction of, or closer to someone or something:"
bruce,Bruce.,
urgent,It's urgent.,very important and needing attention immediately :
education,Education.,"the process of teaching or learning , especially in a school or college , or the knowledge that you get from this:"
pathetic,Pathetic.,"causing feelings of sadness , sympathy , or sometimes lack of respect , especially because a person or an animal is suffering :"
hollywood,Hollywood.,the centre of the US film industry
spanish,Spanish.,"belonging to or relating to Spain, its people , or its language :"
arrange,I'll arrange it.,"to plan , prepare for, or organize something:"
effort,Make an effort.,physical or mental activity needed to achieve something:
workers,Workers!,"members of the working class (= a social group that consists of people who own little or no property and who have to work , usually doing physical work , to get money ) :"
systems,All systems go.,a set of connected things or devices that operate together:
clue,Not a clue.,"a sign or some information that helps you to find the answer to a problem , question , or mystery :"
greetings,Greetings.,"a message that says you hope someone is well, happy , etc.:"
hell's,What the hell's going on?,used to express anger or surprise :
handed,I'm left-handed.,"with, having, or using the hand or hands described :"
behavior,Good behavior.,the way that someone behaves :
dreaming,You're dreaming.,a series of events or images that happen in your mind when you are sleeping :
vision,I had a vision.,an idea or mental image of something:
baseball,Baseball.,"a game played especially in North America by two teams of nine players , in which a player hits a ball with a bat (= stick ) and tries to run around four bases on a large field before the other team returns the ball :"
wings,Wings.,the sides of a stage that cannot be seen by the people watching the play :
port,Hard to port!,"a town by the sea or by a river that has a harbour , or the harbour itself:"
stays,He stays.,to not move away from or leave a place or situation :
mass,Mass hysteria.,having an effect on or involving a large number of people or forming a large amount :
channel,Open a channel.,a television or radio station (= an organization that broadcasts television or radio programmes ) :
supply,Supply and demand.,"to provide something that is wanted or needed , often in large quantities and over a long period of time :"
stops,Stops,to finish doing something that you were doing:
rape,Rape!,"to force someone to have sex when they are unwilling , using violence or threatening behaviour :"
international,International.,involving more than one country :
coward,Coward!,"a person who is not brave and is too eager to avoid danger , difficulty , or pain :"
technology,We have the technology.,"(the study and knowledge of) the practical , especially industrial , use of scientific discoveries :"
lou,Lou.,a serious disease that affects the nerve cells and causes the muscles to become weaker and smaller
vice,And vice versa.,used as part of the title of particular positions . The person who holds one of these positions is next below in authority to the person who holds the full position and can act for them:
headquarters,Headquarters.,"the main offices of an organization such as the army , the police , or a business company :"
writer,I'm a writer.,a person who writes books or articles to be published :
hail,Hail!,"small , hard balls of ice that fall from the sky like rain"
helps,It helps.,"to make it possible or easier for someone to do something, by doing part of the work yourself or by providing advice , money , support , etc.:"
chasing,Why are you chasing me?,present participle of chase
gather,Gather round.,"to collect several things, often from different places or people :"
nothing's,Nothing's wrong.,
bowl,Bowl.,a rounded container that is open at the top and is deep enough to hold food or small objects :
fifth,Fifth.,5th written as a word:
jo,Jo!,
loan,It's a loan.,"an amount of money that is borrowed , often from a bank , and has to be paid back, usually together with an extra amount of money that you have to pay as a charge for borrowing :"
warned,I warned you.,past simple and past participle of warn
monk,Monk.,a member of a group of religious men who do not marry and usually live together in a monastery
studying,What are you studying?,present participle of study
stopping,Why are we stopping?,present participle of stop
linda,Linda.,
solution,It's the only solution.,the answer to a problem :
accepted,Apology accepted.,generally agreed to be satisfactory or right :
nerve,What nerve!,"a group of long , thin fibres (= structures like threads ) that carry information or instructions between the brain and other parts of the body :"
closet,In the closet.,"a cupboard or a small room with a door , used for storing things, especially clothes :"
learning,You're learning.,the activity of obtaining knowledge :
mask,Take off your mask.,"a covering for all or part of the face that protects , hides , or decorates the person wearing it:"
sean,Sean!,
apple,Apple.,"a round fruit with firm , white flesh and a green , red , or yellow skin :"
solid,Solid.,"hard or firm , keeping a clear shape :"
approach,Approach.,"to come near or nearer to something or someone in space , time , quality , or amount :"
agency,Central Intelligence Agency.,a business that represents one group of people when dealing with another group :
crossed,Keep your fingers crossed.,"(of someone's arms , legs , or fingers ) in a position where one arm , etc. is placed over the other one:"
gordon,Gordon.,used to express great surprise or anger
thursday,Thursday.,the day of the week after Wednesday and before Friday :
recall,I don't recall.,"to bring the memory of a past event into your mind , and often to give a description of what you remember :"
punishment,Punishment?,the act of punishing someone:
wipe,Wipe your feet.,"to slide something, especially a piece of cloth , over the surface of something else , in order to remove dirt , food , or liquid :"
passion,Passion.,"a very powerful feeling , for example of sexual attraction , love , hate , anger , or other emotion :"
arranged,It's all arranged.,past simple and past participle of arrange
practically,Practically.,almost or very nearly :
barbara,Barbara.,
germans,Germans.,
pleasant,What a pleasant surprise.,"enjoyable , attractive , friendly , or easy to like:"
teaching,Teaching.,the job of being a teacher :
cabin,The cabin.,"a small , simple house made of wood :"
express,Express yourself,"to show a feeling , opinion , or fact :"
argue,Don't argue.,"to speak angrily to someone, telling that person that you disagree with them:"
agents,Federal agents!,a person who acts for or represents another:
tuesday,Tuesday.,the day of the week after Monday and before Wednesday :
lad,Good lad.,a boy or young man:
that'd,That'd be great.,short form of that would or that had :
latest,What's the latest?,newest or most recent or modern :
sensitive,Sensitive.,"easily upset by the things people say or do, or causing people to be upset , embarrassed , or angry :"
useful,Make yourself useful.,effective ; helping you to do or achieve something:
doug,Doug.,
goal,Goal!,"an area on a playing field , that usually has two posts with a net fixed behind them, where players try to send the ball in order to score in sports such as football and hockey :"
politics,Politics.,"the activities of the government , members of law-making organizations , or people who try to influence the way a country is governed :"
attractive,Very attractive.,very pleasing in appearance or sound :
rotten,Rotten.,decayed :
sweat,No sweat.,"the clear , salty liquid that you pass through your skin :"
lily,Lily.,"any of various plants with a large , bell-shaped flower on a long stem :"
hurting,You're hurting me.,"to feel pain in a part of your body , or to injure someone or cause them pain :"
fox,Fox.,"a wild mammal belonging to the dog family that has a pointed face and ears , a wide tail covered in fur , and often reddish-brown fur"
blast,Blast!,"to explode or destroy something or someone with explosives , or to break through or hit something with a similar , very strong force :"
angeles,Los Angeles.,the largest city in the western US state of California and a centre of the entertainment industry :
joseph,Joseph.,
woo,Woo!,to try to persuade someone to support you or to use your business :
embarrassing,It's embarrassing.,making you feel embarrassed :
gary,Gary.,
tax,Tax-free.,(an amount of) money paid to the government that is based on your income or the cost of goods or services you have bought :
noble,How noble.,"moral in an honest , brave , and kind way:"
kissed,She kissed me.,past simple and past participle of kiss
boots,Boots.,a type of shoe that covers the whole foot and the lower part of the leg :
guide,lllustrated Guide to Soul Reapers!,a book that gives you the most important information about a particular subject :
parties,I love parties.,"a social event at which a group of people meet to talk , eat , drink , dance , etc., often in order to celebrate a special occasion :"
lewis,Lewis.,a substance that can receive a pair of electrons from a base
wallet,Give me your wallet.,"a small folding case for carrying paper money , credit cards and other flat objects , that can be carried in a pocket and is used especially by men:"
pushing,Stop pushing!,"to be almost 50, 60, etc. years old :"
servant,"Your servant, sir.","a person who is employed in another person's house , doing jobs such as cooking and cleaning , especially in the past"
swimming,Swimming.,the activity or sport of swimming:
bat,Give me the bat.,a specially shaped piece of wood used for hitting the ball in some games :
julia,Julia.,
cheer,Cheer up.,to give a loud shout of approval or encouragement :
mental,Are you mental?,"relating to the mind , or involving the process of thinking :"
fuel,Fuel.,"a substance that is used to provide heat or power , usually by being burned :"
rip,Let her rip.,to pull apart ; to tear or be torn violently and quickly :
outfit,Nice outfit.,a set of clothes worn for a particular occasion or activity :
burns,It burns!,"to be hurt , damaged , or destroyed by fire or extreme heat , or to cause this to happen :"
bills,Bills.,"a request for payment of money owed , or the piece of paper on which it is written:"
ellen,Ellen.,
provide,I can provide security.,to give someone something that they need:
confess,Confess!,to admit that you have done something wrong or something that you feel guilty or bad about:
rabbit,Rabbit.,"a small animal with long ears and large front teeth that moves by jumping on its long back legs , or the meat of this animal eaten as food :"
connected,It's all connected.,"(of wires , pipes , devices , etc.) joined together:"
chat,Let's have a chat.,to talk to someone in a friendly informal way:
flag,The flag is up.,"a piece of cloth , usually rectangular and attached to a pole at one edge , that has a pattern that shows it represents a country or a group , or has a particular meaning :"
possibility,It's a possibility.,a chance that something may happen or be true :
cliff,Cliff.,"a high area of rock with a very steep side , often on a coast :"
virgin,I'm a virgin.,someone who has never had sex :
demand,I demand an explanation.,"to ask for something forcefully , in a way that shows that you do not expect to be refused :"
ability,Ability?,the physical or mental power or skill needed to do something:
loaded,It's loaded.,A loaded gun has bullets in it:
lack,Not for lack of trying.,the fact that something is not available or that there is not enough of it:
kong,Hong Kong.,"a region of China with its own government , formed of the island of Hong Kong and other islands"
detail,Every detail.,a single piece of information or fact about something:
custody,He's in custody.,"the legal right or duty to care for someone or something, especially a child after its parents have separated or died :"
unknown,Unknown.,not known or familiar :
frankly,"Frankly, yes.",in an honest and direct way:
tunnel,"Dig a tunnel, dig, dig a tunnel","a long passage under or through the ground , especially one made by people :"
sandwich,Sandwich?,"two pieces of bread with food such as cheese , salad , or meat between them :"
imagination,Use your imagination.,the ability to form pictures in the mind :
degree,Murder in the first degree.,(an) amount or level of something:
ignore,Ignore him.,to intentionally not listen or give attention to:
kills,It kills me.,to cause someone or something to die :
elevator,Hold the elevator.,"a device like a box that moves up and down, carrying people or goods from one floor of a building to another or taking people up and down underground in a mine"
ease,At ease.,"to make or become less severe , difficult , unpleasant , painful , etc.:"
virus,A virus?,"an extremely small piece of organic material that causes disease in humans , animals , and plants :"
francisco,San Francisco.,a large city and county (= a political division within a state ) in the western US state of California:
entered,The enemy knows you have entered here.,past simple and past participle of enter
stan,Stan!,"someone who greatly admires a singer or other famous person , to an extent that is unusual :"
golf,Golf?,"a game played outside on grass in which each player tries to hit a small ball into a series of nine or 18 small holes , using a long , thin stick :"
butter,Butter.,a pale yellow solid food containing a lot of fat that is made from cream and is spread on bread or used in cooking :
contest,No contest.,"a competition to do better than other people , usually in which prizes are given:"
bars,To stay behind bars until use and old age accept them.,"a place , either a separate building or business or part of another building such as a hotel , where drinks , especially alcoholic drinks , are sold and drunk :"
hits,No hits.,"to move your hand or an object onto the surface of something so that it touches it, usually with force :"
suspicious,Suspicious?,making you feel that something illegal is happening or that something is wrong :
current,Does it make you feel responsible for Harvey Dent's current predicament?,of the present time :
firing,Cease firing!,an act of removing someone from their job :
debt,I'm in your debt.,"something, especially money , that is owed to someone else , or the state of owing something:"
orange,Orange.,a round sweet fruit that has a thick orange skin and an orange centre divided into many parts :
pussy,Pussy.,a pussycat child's word
busted,Busted.,broken :
greater,The greater good.,used before names of some cities to refer to both the city itself and the area around it:
sonny,Sonny.,a form of address used by an older person to a boy or a young man:
admiral,Admiral.,an officer of very high rank in the navy :
willie,Willie!,"a feeling of nervousness and fear , especially caused by something strange or threatening :"
episode,Please do NOT hardsub andor stream this episode using our English subtitles.,a single event or group of related events :
filthy,Filthy.,extremely or unpleasantly dirty :
albert,Albert.,
amanda,Amanda.,
skills,"And although his airbending skills are great, he has a lot to learn before he's ready to save anyone.","an ability to do an activity or job well, especially because you have practised it:"
ceremony,What ceremony?,"(a set of) formal acts , often fixed and traditional , performed on important social or religious occasions :"
agreement,We had an agreement.,"the situation in which people have the same opinion , or in which they approve of or accept something:"
lane,Lane.,a narrow road in the countryside or in a town :
trusted,I trusted you.,"deserving of trust , or able to be depended on :"
impressed,I'm impressed.,past simple and past participle of impress
pulse,No pulse.,"the regular beating of the heart , especially when it is felt at the wrist or side of the neck :"
exercise,Exercise.,physical activity that you do to make your body strong and healthy :
crown,The crown!,"a circular decoration for the head , usually made of gold and jewels (= precious stones ) , and worn by a king or queen at official ceremonies"
josh,Josh.,"to joke , often in order to tease someone (= annoy them slightly in a humorous way) :"
landing,Landing Rocket Arm switch is on.,the fact of an aircraft arriving on the ground or a boat reaching land :
package,What package?,"an object or set of objects wrapped in paper , usually in order to be sent by post :"
barry,Barry.,
gear,Gear up.,"a device , often consisting of connecting sets of wheels with teeth (= points ) around the edge , that controls how much power from an engine goes to the moving parts of a machine :"
wayne,Wayne.,
diamonds,Diamonds.,jewellery made from diamonds:
violent,Violent.,using force to hurt or attack :
supper,Supper?,a main meal eaten in the evening :
suits,It suits you.,a jacket and trousers or a jacket and skirt that are made from the same material :
steel,Steel.,"a strong metal that is a mixture of iron and carbon , used for making things that need a strong structure , especially vehicles and buildings ' or a particular type of this metal :"
shine,Rise and shine.,to send out or reflect light :
print,Print it.,"letters , numbers , or symbols that have been produced on paper by a machine using ink :"
museum,The museum.,"a building where objects of historical , scientific , or artistic interest are kept :"
asks,"Anybody asks, we got him out.","to put a question to someone, or to request an answer from someone:"
twelve,Twelve.,the number 12:
refused,I refused.,past simple and past participle of refuse
bug,A bug?,a very small insect
satisfied,Satisfied?,"pleased because you have got what you wanted , or because something has happened in the way that you wanted :"
cave,Into the cave!,"a large hole in the side of a hill , cliff , or mountain , or one that is underground"
impression,That was my first impression of the man.,an idea or opinion of what something or someone is like:
considering,I'm considering it.,"used to mention a particular condition or fact about something, usually a disadvantage :"
grass,Grass.,"a low , green plant that grows naturally over a lot of the earth's surface , having groups of very thin leaves that grow close together in large numbers :"
ralph,Ralph!,to vomit :
campaign,"Mr. Mayor, you were elected in a campaign to clean up the city.","a planned group of especially political , business , or military activities that are intended to achieve a particular aim :"
jokes,No jokes.,"something, such as a funny story or trick , that is said or done in order to make people laugh :"
